Field	Time	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	LTOO_X	LTOO_Y	LTOO_Z	RTOO_X	RTOO_Y	RTOO_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
386	3.8500	83.960686	1325.135498	864.002563	231.293167	1321.791870	861.131958	64.738220	1467.123535	475.187927	215.431244	1218.762695	462.810944	80.212944	1605.048340	79.960083	173.816452	1113.985718	73.985268	157.626923	1323.463623	862.567322	160.559616	1335.350342	1009.456360	61.571243	1757.573486	124.505829	201.227234	1274.119263	52.639626	139.474930	1399.366455	1351.622681	142.394348	1376.100220	1155.001221
387	3.8600	83.192520	1339.735474	861.631592	230.506119	1335.689331	858.697266	65.083817	1480.664307	472.085907	215.147873	1227.342773	461.833252	80.625954	1634.432007	81.391075	173.666306	1115.239502	74.915192	156.849319	1337.712402	860.164490	159.895370	1349.322754	1007.073364	61.471066	1784.737305	132.743851	201.118317	1275.139648	51.935211	138.456848	1413.298706	1348.962158	141.407394	1389.835815	1152.360840
388	3.8700	82.381241	1354.423584	859.305969	229.674667	1349.769531	856.261841	65.377792	1494.716309	469.331390	214.933594	1236.488770	460.758087	81.300911	1659.745850	82.456711	173.697083	1116.520020	76.044563	156.027954	1352.096680	857.783997	159.223450	1363.425537	1004.711548	60.623535	1808.192749	138.418488	200.901489	1276.169678	51.110943	137.356155	1427.299561	1346.344604	140.380020	1403.677490	1149.760864
389	3.8800	81.518501	1369.186401	857.074402	228.791534	1364.027344	853.862366	65.616768	1509.314453	467.002228	214.792511	1246.170044	459.619812	82.247292	1680.934448	82.784798	173.934113	1117.829224	77.429710	155.155014	1366.606934	855.468445	158.547745	1377.653320	1002.413147	59.384048	1828.202515	140.966751	200.609848	1277.190674	50.189400	136.175949	1441.366577	1343.817139	139.319092	1417.627319	1147.247803
390	3.8900	80.595764	1384.009766	854.983459	227.849014	1378.453979	851.535034	65.795509	1524.466919	465.157806	214.717209	1256.363770	458.455322	83.437294	1698.152222	82.183922	174.393402	1119.185913	79.136772	154.222397	1381.231934	853.259277	157.871048	1391.998535	1000.218689	58.193447	1845.125977	140.125122	200.310013	1278.192261	49.219723	134.921692	1455.495850	1341.424927	138.231750	1431.684448	1144.866943
391	3.9000	79.605247	1398.877563	853.076477	226.839752	1393.035522	849.314819	65.903969	1540.154175	463.835571	214.690384	1267.068115	457.299652	84.808456	1711.734253	80.660004	175.080597	1120.634155	81.239777	153.222519	1395.956665	851.195618	157.194626	1406.449707	998.166321	57.464401	1859.364014	135.918594	200.066437	1279.163086	48.163853	133.601318	1469.682739	1339.209961	137.125885	1445.845459	1142.660767
392	3.9100	78.540733	1413.772949	851.392029	225.757477	1407.753540	847.235229	65.926865	1556.326050	463.047729	214.688934	1278.310913	456.183075	86.271225	1722.158325	78.395065	175.990036	1122.248779	83.818535	152.149109	1410.763306	849.313599	156.518265	1420.992310	996.291748	57.495476	1871.294678	128.654739	199.911850	1280.067383	46.794930	132.225220	1483.920532	1337.209229	136.010559	1460.103027	1140.666504
393	3.9200	77.398102	1428.677124	849.963196	224.597519	1422.584351	845.327209	65.846283	1572.898560	462.780029	214.690445	1290.157227	455.128510	87.721970	1729.990845	75.690971	177.104904	1124.140869	86.954399	150.997803	1425.630859	847.645203	155.840714	1435.608765	994.625610	58.415245	1881.202148	118.957680	199.828201	1280.856079	44.838978	130.805908	1498.202271	1335.454712	134.894974	1474.447388	1138.917236
394	3.9300	76.176193	1443.570801	848.815979	223.357788	1437.500000	843.619080	65.646210	1589.754639	462.991058	214.681244	1302.715088	454.147125	89.061363	1735.821777	72.889915	178.399307	1126.463257	90.723221	149.766998	1440.535400	846.217590	155.159271	1450.278076	993.194824	60.145935	1889.251831	107.802101	199.777283	1281.558960	42.369793	129.358185	1512.518311	1333.972534	133.789032	1488.864990	1137.440186
395	3.9400	74.877045	1458.433594	847.969055	222.039108	1452.468384	842.135864	65.317383	1606.745239	463.614502	214.662552	1316.132935	453.233063	90.214638	1740.191162	70.293320	179.839508	1129.408447	95.186638	148.458084	1455.451172	845.052490	154.470520	1464.977173	992.019775	62.409321	1895.561768	96.419312	199.778412	1282.323608	39.786407	127.898666	1526.858032	1332.782349	132.702148	1503.338989	1136.256592
396	3.9500	73.506073	1473.244507	847.433044	220.645645	1467.454468	840.898621	64.861191	1623.695313	464.562561	214.652405	1330.592407	452.357513	91.146843	1743.531860	68.105392	181.386536	1133.204956	100.380348	147.075882	1470.349609	844.165833	153.769867	1479.680664	991.116211	64.818222	1900.320923	85.987274	199.874039	1283.236816	37.147568	126.445320	1541.210693	1331.896851	131.643753	1517.851440	1135.380615
397	3.9600	72.071915	1487.982544	847.210510	219.185013	1482.420898	839.924194	64.290901	1640.407715	465.731384	214.681580	1346.286133	451.466644	91.866035	1746.148560	66.420090	182.998138	1138.101807	106.305008	145.628464	1485.201660	843.567444	153.052505	1494.361694	990.493530	67.029846	1903.823242	77.266853	199.989807	1284.280884	34.244614	125.017181	1555.562988	1331.322754	130.622498	1532.381226	1134.819824
398	3.9700	70.586304	1502.626587	847.296448	217.668213	1497.330444	839.225098	63.630535	1656.673828	467.009155	214.784164	1363.387207	450.487915	92.413689	1748.239624	65.240738	184.631668	1144.349487	112.920853	144.127258	1499.978516	843.260803	152.313568	1508.993286	990.155334	68.851082	1906.394653	70.491577	199.882813	1285.411133	30.952892	123.633514	1569.901978	1331.059814	129.646896	1546.906738	1134.575195
399	3.9800	69.063255	1517.156372	847.679016	216.109207	1512.146484	838.809326	62.911160	1672.283203	468.286957	214.985992	1382.018066	449.345306	92.848312	1749.927124	64.507729	186.247299	1152.173340	120.148399	142.586227	1514.651367	843.244202	151.548233	1523.548340	990.100647	70.241814	1908.305420	65.523933	199.347809	1286.486328	27.206944	122.313278	1584.214233	1331.102295	128.723587	1561.406006	1134.641479
400	3.9900	67.518608	1531.552124	848.340515	214.524414	1526.834839	838.680237	62.165581	1687.036743	469.469482	215.295410	1402.222778	447.983307	93.226913	1751.283813	64.126236	187.810638	1161.750366	127.876328	141.021515	1529.193481	843.510376	150.752289	1538.001221	990.323242	71.268303	1909.742676	62.048985	198.497025	1287.141968	22.935953	121.074341	1598.486450	1331.439453	127.858818	1575.856689	1135.008667
401	4.0000	65.968811	1545.795532	849.259277	212.931519	1541.365112	838.837463	61.423214	1700.763794	470.485046	215.699905	1423.955078	446.389648	93.590324	1752.353638	63.990993	189.294113	1173.192383	135.972076	139.450180	1543.580444	844.048401	149.922226	1552.328491	990.813904	72.047127	1910.825317	59.705002	197.756912	1287.099365	18.484461	119.932816	1612.705444	1332.057129	127.057327	1590.237427	1135.662231
402	4.0100	64.430458	1559.869873	850.410583	211.348923	1555.711914	839.276855	60.705956	1713.334229	471.290710	216.169327	1447.082153	444.611511	93.957245	1753.174072	64.005066	190.676407	1186.543823	144.291321	137.889694	1557.791016	844.843750	149.055267	1566.509521	991.559753	72.681801	1911.632202	58.163532	197.372742	1287.054932	15.053485	118.902367	1626.859009	1332.936890	126.322807	1604.528931	1136.583374
403	4.0200	62.919079	1573.760254	851.768188	209.794281	1569.854980	839.990906	60.026279	1724.668945	471.873627	216.664871	1471.402466	442.758850	94.326431	1753.786865	64.090981	191.939987	1201.789185	152.683990	136.356674	1571.807739	845.879578	148.149506	1580.527466	992.546509	73.216393	1912.223267	57.158463	197.182419	1289.134155	14.144797	117.993698	1640.935669	1334.058960	125.657425	1618.713013	1137.751831
404	4.0300	61.448647	1587.454590	853.305115	208.283966	1583.780640	840.969177	59.387341	1734.743286	472.247223	217.149445	1496.671631	440.994781	94.684013	1754.240723	64.194359	193.069778	1218.869995	160.992920	134.866318	1585.617676	847.137207	147.203461	1594.370117	993.757446	73.639511	1912.650146	56.490158	197.186462	1295.782471	16.364841	117.213982	1654.925415	1335.401733	125.062233	1632.775024	1139.145020
405	4.0400	60.030941	1600.943115	854.994263	206.832047	1597.481445	842.198425	58.784622	1743.582520	472.443939	217.594513	1522.633301	439.514252	95.011551	1754.586060	64.282494	194.054108	1237.701782	169.048431	133.431503	1599.212402	848.596375	146.216095	1608.029907	995.174377	73.923668	1912.961426	56.020115	197.932999	1308.206787	21.184586	116.566589	1668.820557	1336.942749	124.536278	1646.703857	1140.739868
406	4.0500	58.675396	1614.219482	856.808777	205.450073	1610.955811	843.662476	58.208805	1751.256958	472.507507	217.983215	1549.039185	438.516907	95.291901	1754.868774	64.339767	194.886856	1258.183838	176.666046	132.062729	1612.587646	850.235718	145.186707	1621.504150	996.777649	74.057198	1913.202393	55.660545	199.992737	1325.828857	27.509052	116.050919	1682.613770	1338.658691	124.077400	1660.491211	1142.511597
407	4.0600	57.388794	1627.280884	858.721863	204.146484	1624.207886	845.342102	57.648640	1757.869507	472.484344	218.309387	1575.666260	438.176849	95.512215	1755.124878	64.362526	195.569199	1280.208008	183.649170	130.767639	1625.744507	852.031982	144.114899	1634.795166	998.545532	74.053116	1913.410400	55.363155	203.243317	1347.080933	34.254253	115.662430	1696.301270	1340.525513	123.681633	1674.133667	1144.435181
408	4.0700	56.175846	1640.127808	860.706970	202.927155	1637.246582	847.214966	57.093952	1763.548096	472.417786	218.575119	1602.317993	438.616516	95.665886	1755.377930	64.353569	196.109482	1303.661133	189.799973	129.551498	1638.687378	853.960999	143.001099	1647.909424	1000.454468	73.942024	1913.612915	55.107315	206.861862	1370.657959	40.650517	115.392769	1709.880737	1342.519165	123.343384	1687.631104	1146.485229
409	4.0800	55.039074	1652.764893	862.737488	201.795090	1650.085449	849.255127	56.537670	1768.433350	472.343994	218.786667	1628.822266	439.888062	95.753151	1755.638672	64.318817	196.521576	1328.426880	194.933792	128.417084	1651.425293	855.996338	141.846649	1660.856812	1002.478271	73.759773	1913.825684	54.887928	210.018494	1396.092285	46.310280	115.230225	1723.351929	1344.614014	123.055267	1700.987183	1148.635010
410	4.0900	53.979595	1665.200195	864.786560	200.751297	1662.740845	851.433533	55.976727	1772.668579	472.290070	218.951141	1655.026733	441.965668	95.780090	1755.910645	64.266525	196.822495	1354.388184	198.893250	127.365440	1663.970581	858.110046	140.654251	1673.650513	1004.588684	73.537506	1914.054810	54.703655	212.327271	1423.345825	51.061558	115.160278	1736.717163	1346.784424	122.809074	1714.208862	1150.857544
411	4.1000	52.997276	1677.445435	866.827454	199.794785	1675.231812	853.717346	55.412430	1776.391357	472.274139	219.074692	1680.796509	444.751831	95.757401	1756.196411	64.207291	197.029373	1381.431396	201.560852	126.396027	1676.338623	860.272400	139.428558	1686.305420	1006.754761	73.296364	1914.303833	54.549137	213.814590	1452.323730	54.788013	115.166328	1749.980225	1349.002930	122.595383	1727.305786	1153.124023
412	4.1100	52.091270	1689.515625	868.833313	198.923340	1687.579590	856.071045	54.850071	1779.724976	472.306366	219.161697	1706.018311	448.094818	95.699867	1756.498657	64.153145	197.157440	1409.449219	202.865433	125.507309	1688.547729	862.452209	138.176041	1698.837891	1008.944092	73.046577	1914.573730	54.414219	214.748062	1482.959351	57.481262	115.230484	1763.146240	1351.240845	122.405182	1740.288818	1155.405151
413	4.1200	51.260204	1701.428711	870.777832	198.133728	1699.805786	858.456482	54.298370	1782.776123	472.390656	219.215027	1730.604492	451.814056	95.625511	1756.822632	64.116104	197.218582	1438.346680	202.783295	124.696976	1700.617310	864.617188	136.905457	1711.263916	1011.122803	72.791245	1914.866089	54.285858	215.422928	1515.298096	59.267429	115.334480	1776.222656	1353.467651	122.228889	1753.171753	1157.669922
414	4.1300	50.502556	1713.204712	872.635010	197.422241	1711.932495	860.833618	53.768600	1785.633667	472.526611	219.236008	1754.499512	455.726257	95.554092	1757.174072	64.106560	197.221283	1468.043091	201.333710	123.962402	1712.568604	866.734314	135.627686	1723.600098	1013.255737	72.533539	1915.182617	54.151760	215.927216	1549.217529	60.229046	115.460487	1789.217041	1355.652100	122.058342	1765.967529	1159.886230
415	4.1400	49.816837	1724.865601	874.379639	196.785049	1723.981812	863.161621	53.273682	1788.370605	472.710754	219.224808	1777.681519	459.666992	95.505135	1757.557495	64.131508	197.171463	1498.476318	198.570267	123.300949	1724.423706	868.770630	134.355423	1735.862183	1015.308228	72.283737	1915.525513	54.003429	216.362137	1584.603027	60.499146	115.591904	1802.137451	1357.761597	121.886292	1778.689331	1162.021851
416	4.1500	49.201458	1736.433838	875.987915	196.218292	1735.974609	865.399170	52.827160	1791.047363	472.937378	219.179337	1800.158813	463.503326	95.495338	1757.976196	64.193665	197.073944	1529.603882	194.570541	122.709885	1736.204346	870.693542	133.102722	1748.065186	1017.245911	72.060341	1915.897949	53.836140	216.869675	1621.339600	60.248478	115.714088	1814.993408	1359.762939	121.707581	1791.350342	1164.044312
417	4.1600	48.655018	1747.932983	877.437256	195.718445	1747.931274	867.506287	52.441952	1793.716187	473.198914	219.094070	1821.959839	467.137756	95.535713	1758.431152	64.292084	196.933731	1561.405151	189.427963	122.186745	1747.932251	872.471802	131.884857	1760.223022	1019.036255	71.884628	1916.301758	53.648060	217.545029	1659.295288	59.649590	115.814842	1827.793213	1361.623169	121.518944	1803.961914	1165.921021
418	4.1700	48.176060	1759.385864	878.707092	195.282303	1759.869751	869.444336	52.128994	1796.423584	473.486542	218.959488	1843.117188	470.504181	95.629509	1758.924438	64.423683	196.757019	1593.879639	183.246979	121.729195	1759.627930	874.075684	130.717255	1772.348755	1020.648804	71.771576	1916.740479	53.437904	218.511749	1698.457275	58.989128	115.884865	1840.545898	1363.310059	121.318932	1816.534790	1167.620850
419	4.1800	47.763111	1770.814941	879.779114	194.906967	1771.807495	871.177795	51.896118	1799.211914	473.790344	218.763107	1863.654541	473.559052	95.772034	1759.458862	64.584488	196.551727	1627.045532	176.141235	121.335045	1771.311401	875.478516	129.615295	1784.454834	1022.056030	71.722855	1917.217773	53.203957	219.873367	1738.783203	58.580570	115.918015	1853.259766	1364.793579	121.108917	1829.077759	1169.115356
420	4.1900	47.414536	1782.241821	880.637390	194.589844	1783.760498	872.674805	51.747196	1802.118530	474.100006	218.492355	1883.577637	476.270905	95.953316	1760.038086	64.770081	196.327362	1660.933838	168.235596	121.002197	1783.001343	876.656189	128.593384	1796.552979	1023.233887	71.725449	1917.736938	52.944149	221.461014	1779.858398	58.349209	115.911385	1865.943359	1366.045410	120.891968	1841.599854	1170.376831
421	4.2000	47.128399	1793.687500	881.269043	194.328476	1795.743774	873.907654	51.682224	1805.176392	474.405151	218.138260	1902.876953	478.612305	96.162148	1760.663574	64.975548	196.094772	1695.586914	159.668564	120.728447	1794.715820	877.588318	127.664650	1808.654785	1024.162109	71.756302	1918.297363	52.658562	223.076080	1821.374756	58.183739	115.865288	1878.604126	1367.041382	120.673119	1854.107544	1171.382813
422	4.2100	46.902378	1805.171509	881.664001	194.120392	1807.770996	874.853760	51.697334	1808.412109	474.695709	217.699326	1921.534912	480.553192	96.389297	1761.335693	65.196571	195.865128	1731.051025	150.596939	120.511391	1806.471191	878.258911	126.839867	1820.771484	1024.825439	71.789169	1918.896973	52.350216	224.617767	1863.239136	58.134422	115.783081	1891.249512	1367.761230	120.459373	1866.607910	1172.113281
423	4.2200	46.733776	1816.712280	881.815491	193.963043	1819.855591	875.495789	51.785149	1811.846436	474.962463	217.183289	1939.533569	482.057556	96.629295	1762.052246	65.431099	195.648605	1767.372070	141.199615	120.348427	1818.284058	878.655701	126.127792	1832.914673	1025.212280	71.800224	1919.531250	52.027004	226.049118	1905.426147	58.334362	115.670914	1903.886108	1368.190063	120.258698	1879.107056	1172.554688
424	4.2300	46.619530	1828.327637	881.720032	193.853821	1832.010742	875.822632	51.935455	1815.496582	475.197174	216.606049	1956.865601	483.084778	96.880028	1762.810303	65.679634	195.453339	1804.587280	131.680038	120.236679	1830.169312	878.771362	125.533989	1845.095703	1025.316406	71.771072	1920.195068	51.703125	227.333817	1947.886475	58.887733	115.537376	1916.520508	1368.317017	120.079956	1891.611450	1172.696289
425	4.2400	46.556156	1840.034180	881.377075	193.789734	1844.249146	875.828552	52.135506	1819.375977	475.392365	215.988297	1973.539185	483.592957	97.141136	1763.604980	65.944901	195.284027	1842.714111	122.266609	120.172951	1842.141724	878.602844	125.061234	1857.326416	1025.135376	71.690163	1920.883179	51.398384	228.440903	1990.533569	59.818443	115.393051	1929.158813	1368.137817	119.932762	1904.128052	1172.533447
426	4.2500	46.539970	1851.847534	880.789612	193.767761	1856.583862	875.514526	52.370693	1823.497681	475.541626	215.349442	1989.583496	483.547302	97.411102	1764.430786	66.231285	195.140915	1881.738281	113.208565	120.153870	1854.215698	878.152100	124.709038	1869.619019	1024.672607	71.556122	1921.590698	51.130531	229.410492	2033.283936	61.158356	115.250038	1941.807007	1367.653931	119.826172	1916.664551	1172.067261
427	4.2600	46.567139	1863.782471	879.963562	193.784683	1869.027100	874.886963	52.624882	1827.875610	475.638885	214.701126	2005.052612	482.930908	97.684662	1765.280762	66.544533	195.019424	1921.598999	104.766998	120.175911	1866.405029	877.425293	124.473839	1881.986206	1023.934753	71.382271	1922.313354	50.901722	230.327667	2076.078857	63.065662	115.121475	1954.470581	1366.872192	119.769333	1929.228394	1171.303833
428	4.2700	46.634022	1875.853149	878.907654	193.837494	1881.591431	873.958679	52.880936	1832.524536	475.678589	214.043701	2020.024780	481.755310	97.950790	1766.148438	66.890915	194.909912	1962.173706	97.200706	120.235764	1878.722412	876.433228	124.349190	1894.440430	1022.933472	71.195442	1923.047852	50.690369	231.177383	2118.841797	65.744545	115.021034	1967.155640	1365.804810	119.770523	1941.829102	1170.254395
429	4.2800	46.737221	1888.072632	877.633850	193.923386	1894.288696	872.747681	53.121449	1837.462646	475.655731	213.365768	2034.603394	480.067963	98.192108	1767.027832	67.276237	194.798309	2003.263184	90.747002	120.330315	1891.180786	875.190796	124.326416	1906.994263	1021.684021	71.026031	1923.791748	50.458420	231.738632	2161.467285	69.378143	114.962379	1979.867554	1364.469727	119.836395	1954.476685	1168.935425
430	4.2900	46.873833	1900.452637	876.156372	194.040039	1907.129639	871.277405	53.329613	1842.709106	475.565887	212.650330	2048.908447	477.952789	98.386169	1767.914307	67.705406	194.666687	2044.579224	85.599350	120.456947	1903.791138	873.716919	124.394249	1919.660156	1020.205750	70.893913	1924.542725	50.171520	231.649323	2203.810547	74.307129	114.958725	1992.612061	1362.889893	119.972618	1967.181396	1167.368164
431	4.3000	47.041668	1913.004395	874.492371	194.185867	1920.124268	869.575989	53.490498	1848.285156	475.404968	211.884308	2063.072021	475.525146	98.507835	1768.805664	68.182930	194.494003	2085.739258	81.882416	120.613777	1916.564453	872.034180	124.540329	1932.449829	1018.521484	70.801804	1925.300537	49.812405	230.579132	2245.571533	80.781532	115.022400	2005.394897	1361.091797	120.183037	1979.954224	1165.577515
432	4.3100	47.239418	1925.737305	872.661194	194.360199	1933.281006	867.675842	53.592400	1854.213623	475.169647	211.069000	2077.221191	472.919495	98.532654	1769.702759	68.715233	194.255890	2126.270996	79.628258	120.799812	1929.509277	870.168579	124.750984	1945.373657	1016.657471	70.737427	1926.066162	49.384380	228.460648	2286.261963	88.720673	115.164452	2018.222534	1359.107422	120.469582	1992.806885	1163.593994
433	4.3200	47.466610	1938.659668	870.684570	194.563232	1946.605957	865.613220	53.628159	1860.517334	474.857178	210.224106	2091.461670	470.271271	98.439445	1770.611084	69.312370	193.922745	2165.630127	78.757446	121.014938	1942.632935	868.148926	125.012253	1958.440674	1014.642639	70.680969	1926.844116	48.905552	225.470139	2325.284424	97.863022	115.394279	2031.099976	1356.970825	120.833168	2005.749878	1161.449829
434	4.3300	47.724064	1951.777466	868.586304	194.796646	1960.103271	863.427063	53.596043	1867.219238	474.465912	209.380646	2105.857910	467.697052	98.213348	1771.537842	69.988991	193.458176	2203.233887	79.071442	121.260361	1955.940308	866.006653	125.310448	1971.657715	1012.508789	70.616234	1927.640137	48.396580	221.838501	2362.017334	107.918442	115.719353	2044.033325	1354.719238	121.271996	2018.793457	1159.181152
435	4.3400	48.013489	1965.094849	866.391907	195.063004	1973.774414	861.158875	53.500168	1874.343750	473.995056	208.565002	2120.425781	465.276733	97.846886	1772.491821	70.764130	192.818344	2238.507813	80.262451	121.538261	1969.434570	863.775452	125.632347	1985.029907	1010.289307	70.540894	1928.459106	47.865578	217.872299	2395.855469	118.521950	116.145004	2057.027344	1352.392700	121.783333	2031.945923	1156.826660
436	4.3500	48.337685	1978.613037	864.129028	195.366043	1987.617920	858.851440	53.350040	1881.917236	473.444763	207.781677	2135.138916	463.044922	97.339706	1773.481323	71.662186	191.955734	2270.936035	81.943871	121.851868	1983.115601	861.490234	125.966278	1998.558716	1008.019653	70.465614	1929.302979	47.306850	214.082214	2426.352539	128.910965	116.674164	2070.086914	1350.031250	122.362709	2045.215088	1154.425903
437	4.3600	48.700478	1992.330322	861.826355	195.710510	2001.629639	856.548523	53.159519	1889.970337	472.815643	207.007599	2149.954590	460.995850	96.696915	1774.514038	72.712875	190.827652	2300.114014	83.699356	122.205498	1996.979980	859.187500	126.301819	2012.242554	1005.736450	70.406425	1930.168457	46.707710	211.051132	2453.396729	137.968384	117.307198	2083.216309	1347.677246	123.004280	2058.604736	1152.021484
438	4.3700	49.106358	2006.241089	859.514282	196.101715	2015.800903	854.293884	52.945179	1898.539917	472.108490	206.202438	2164.836182	459.101013	95.927185	1775.597778	73.951248	189.408020	2325.782227	85.140907	122.604042	2011.020874	856.904114	126.630890	2026.076050	1003.476440	70.376060	1931.047729	46.054329	209.226822	2477.109375	144.782333	118.041885	2096.417725	1345.371338	123.700714	2072.116211	1149.654541
439	4.3800	49.560303	2020.336182	857.223999	196.545288	2030.121338	852.130127	52.724026	1907.672119	471.323242	205.331253	2179.768799	457.335541	95.039825	1776.744019	75.418755	187.696701	2347.843994	85.963211	123.052795	2025.228760	854.677063	126.947037	2040.051147	1001.276489	70.378693	1931.929443	45.334259	208.778198	2497.688477	148.827545	118.873299	2109.692383	1343.154297	124.444138	2085.747803	1147.366943
440	4.3900	50.067738	2034.600952	854.987122	197.046982	2044.574951	850.098450	52.510971	1917.423340	470.458588	204.387848	2194.767334	455.703064	94.042252	1777.973999	77.164795	185.726273	2366.366211	85.984749	123.557365	2039.588257	852.542847	127.246635	2054.153809	999.173462	70.406746	1932.804565	44.536301	209.432419	2515.458984	149.695786	119.793785	2123.039307	1341.064697	125.225128	2099.494141	1145.198730
441	4.4000	50.633667	2049.016357	852.835632	197.611786	2059.144043	848.237183	52.316273	1927.862793	469.510773	203.406662	2209.868896	454.246338	92.938950	1779.323486	79.246223	183.560196	2381.563721	85.165245	124.122726	2054.080322	850.536377	127.527534	2068.366943	997.201172	70.441277	1933.669067	43.650379	210.504135	2530.798828	147.234360	120.793114	2136.456543	1339.138062	126.033379	2113.345459	1143.187988
442	4.4100	51.262535	2063.557129	850.800781	198.243683	2073.805176	846.580994	52.143341	1939.071045	468.473633	202.459106	2225.123047	453.041534	91.731209	1780.851318	81.727013	181.284500	2393.767090	83.598206	124.753113	2068.681152	848.690918	127.790085	2082.668701	995.392639	70.454628	1934.529175	42.660343	211.180389	2544.060059	141.632828	121.858574	2149.938965	1337.406860	126.858368	2127.288574	1141.370117
443	4.4200	51.957890	2078.193604	848.912781	198.945328	2088.532715	845.160522	51.987247	1951.139526	467.338440	201.635315	2240.576416	452.180695	90.417557	1782.647095	84.676949	178.995773	2403.384033	81.481316	125.451607	2083.363281	847.036743	128.036545	2097.033936	993.777039	70.415939	1935.401855	41.529404	210.827881	2555.651123	132.970642	122.975151	2163.479736	1335.899414	127.689003	2141.306641	1139.776611
444	4.4300	52.721592	2092.891113	847.200378	199.717361	2103.297363	844.001160	51.834324	1964.166504	466.094513	201.019165	2256.261475	451.751251	88.995422	1784.838257	88.167740	176.787170	2410.853516	79.070808	126.219482	2098.094482	845.600769	128.270233	2111.434082	992.379761	70.300583	1936.309814	40.182076	209.146667	2565.983887	120.751434	124.125954	2177.069092	1334.638916	128.513840	2155.378418	1138.433472
445	4.4400	53.554100	2107.610840	845.689697	200.558609	2118.068604	843.122314	51.662960	1978.249756	464.731049	200.663406	2272.181152	451.815765	87.463692	1787.593018	92.266479	174.736969	2416.605957	76.630882	127.056358	2112.839844	844.406067	128.496460	2125.837402	991.223267	70.102188	1937.267334	38.489815	206.338333	2574.832764	105.186714	125.292511	2190.695068	1333.643188	129.321945	2169.480469	1137.361450
446	4.4500	54.453133	2122.311279	844.404297	201.465118	2132.812500	842.537231	51.445503	1993.481934	463.238861	200.572250	2288.298096	452.392487	85.824516	1791.119019	97.025787	172.899490	2421.023438	74.387527	127.959129	2127.561768	843.470825	128.721115	2140.210449	990.323608	69.844894	1938.258301	36.276775	203.140579	2581.373535	89.325119	126.455338	2204.343018	1332.924561	130.102249	2183.585449	1136.575806
447	4.4600	55.414490	2136.949951	843.363708	202.430954	2147.495850	842.252747	51.151497	2009.940918	461.613770	200.697418	2304.513428	453.440063	84.084366	1795.655273	102.474594	171.301758	2424.421143	72.499763	128.922714	2142.223145	842.808228	128.951248	2154.519775	989.692871	69.587883	1939.211304	33.356655	200.112366	2585.665527	76.970375	127.594460	2217.997314	1332.489136	130.844757	2197.665771	1136.085327
448	4.4700	56.431229	2151.484863	842.583740	203.447632	2162.084961	842.268677	50.751827	2027.680176	459.860687	200.951309	2320.643555	454.850769	82.253540	1801.456665	108.609856	169.945343	2427.039551	71.049973	129.939423	2156.784912	842.426270	129.193497	2168.731445	989.337708	69.414429	1939.984619	29.610395	197.309280	2588.590820	69.578011	128.689972	2231.640137	1332.337280	131.540237	2211.693115	1135.891602
449	4.4800	57.494102	2165.875000	842.075684	204.504715	2176.547852	842.578796	50.223267	2046.722900	457.997955	201.234421	2336.414063	456.462341	80.345871	1808.771362	115.393311	168.812271	2429.043213	70.048012	130.999420	2171.211426	842.327209	129.454834	2182.814453	989.260132	69.401581	1940.391235	25.103790	194.878174	2590.773682	66.355690	129.722900	2245.252686	1332.464111	132.180664	2225.638428	1135.990967
450	4.4900	58.591610	2180.083496	841.846497	205.589996	2190.853760	843.170776	49.552513	2067.055420	456.061096	201.465363	2351.483154	458.086487	78.379807	1817.811768	122.752945	167.874252	2430.533203	69.448151	132.090805	2185.468994	842.508728	129.741714	2196.739990	989.456787	69.577827	1940.295776	20.205730	193.237473	2592.362061	65.229500	130.675491	2258.814941	1332.859497	132.759430	2239.473633	1136.373291
451	4.5000	59.710484	2194.078125	841.898804	206.690109	2204.974854	844.027771	48.738823	2088.625488	454.105255	201.600250	2365.499512	459.546692	76.380241	1828.727783	130.590378	167.100815	2431.569092	69.172089	133.200302	2199.526855	842.963257	130.060074	2210.481934	989.920471	69.885918	1939.801514	15.628690	192.453583	2593.389160	64.564629	131.532043	2272.308350	1333.510010	133.270767	2253.174805	1137.024048
452	4.5100	60.836414	2207.833252	842.230896	207.791183	2218.886719	845.128540	47.794624	2111.343506	452.205566	201.633713	2378.174072	460.714935	74.379379	1841.588379	138.790039	166.465073	2432.203857	69.131577	134.313812	2213.360107	843.679810	130.414658	2224.020752	990.640442	70.172142	1939.443604	12.289401	191.949493	2593.984375	63.899578	132.279266	2285.713867	1334.398438	133.711014	2266.718506	1137.924805
453	4.5200	61.954567	2221.329102	842.837463	208.879501	2232.567383	846.449463	46.744011	2135.084961	450.455963	201.588165	2389.335693	461.532288	72.416145	1856.375854	147.227600	165.944717	2432.497559	69.242760	135.417038	2226.948242	844.643494	130.809769	2237.340088	991.603027	70.215950	1940.226685	10.992714	191.281509	2594.280273	63.397312	132.906601	2299.014648	1335.505371	134.077209	2280.085938	1139.053589
