Field	Time	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	LTOO_X	LTOO_Y	LTOO_Z	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	RTOO_X	RTOO_Y	RTOO_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
841	8.4000	-60.898975	-167.147690	890.791138	86.484802	-166.889999	888.732971	-98.349342	-220.652725	487.576080	118.785568	-214.738998	476.593475	-103.309105	-222.700317	69.858826	134.446365	-235.066452	72.952347	-128.857040	-64.182419	58.225201	12.792918	-167.018845	889.762024	14.640675	-161.308563	1037.038086	197.564651	-82.719200	62.866768	0.744915	-134.197723	1382.027344	1.553246	-138.791794	1187.120361
842	8.4100	-61.008316	-166.597549	890.744385	86.375427	-166.363174	888.680908	-98.398483	-220.195267	487.576996	118.723450	-214.359390	476.576477	-103.285965	-222.717651	69.846596	134.402771	-235.067474	72.948341	-128.865952	-64.202637	58.244110	12.683558	-166.480362	889.712769	14.537619	-160.826706	1036.991089	197.555908	-82.732162	62.900623	0.551737	-133.836060	1381.924561	1.389267	-138.426315	1186.990601
843	8.4200	-61.110832	-166.043671	890.695313	86.272873	-165.837204	888.626099	-98.440483	-219.744171	487.579071	118.667931	-213.973160	476.557861	-103.260185	-222.739517	69.835144	134.359604	-235.067673	72.944603	-128.875427	-64.227837	58.264999	12.581022	-165.940430	889.660889	14.442029	-160.338684	1036.941040	197.546463	-82.743912	62.933868	0.379476	-133.445938	1381.812012	1.235680	-138.045532	1186.841309
844	8.4300	-61.206898	-165.487396	890.643799	86.176758	-165.313675	888.567932	-98.474869	-219.302185	487.582367	118.618599	-213.581253	476.537781	-103.231758	-222.765808	69.824692	134.317139	-235.066559	72.941177	-128.885788	-64.257965	58.287628	12.484931	-165.400528	889.605957	14.353932	-159.844894	1036.887695	197.536499	-82.753944	62.966251	0.227783	-133.026733	1381.690918	1.092185	-137.648239	1186.673950
845	8.4400	-61.297035	-164.929916	890.589539	86.086540	-164.793976	888.505615	-98.501244	-218.871536	487.586884	118.574951	-213.184952	476.516418	-103.200737	-222.796188	69.815460	134.275513	-235.063980	72.938148	-128.897339	-64.292831	58.311638	12.394753	-164.861984	889.547729	14.273254	-159.345734	1036.830811	197.526169	-82.762131	62.997513	0.095688	-132.578079	1381.562500	0.958455	-137.234665	1186.489624
846	8.4500	-61.381672	-164.372375	890.532593	86.001808	-164.279114	888.438843	-98.519402	-218.454254	487.592712	118.536469	-212.786041	476.494080	-103.167221	-222.830338	69.807610	134.234711	-235.059875	72.935593	-128.910355	-64.332161	58.336723	12.310067	-164.325775	889.485840	14.200033	-158.841309	1036.770020	197.515732	-82.768486	63.027569	-0.018339	-132.099319	1381.428345	0.834182	-136.803802	1186.290039
847	8.4600	-61.461258	-163.815872	890.473145	85.922066	-163.769791	888.367126	-98.529312	-218.052017	487.599976	118.502579	-212.386765	476.471008	-103.131432	-222.867676	69.801346	134.194702	-235.054337	72.933609	-128.924957	-64.375374	58.362499	12.230406	-163.792831	889.420227	14.134356	-158.331604	1036.705078	197.505264	-82.773247	63.056358	-0.116295	-131.589996	1381.290405	0.718398	-136.355133	1186.077759
848	8.4700	-61.536011	-163.261276	890.411255	85.847107	-163.266083	888.290527	-98.531113	-217.666016	487.608551	118.472801	-211.989792	476.447540	-103.093689	-222.907440	69.796753	134.155365	-235.047852	72.932297	-128.941223	-64.421738	58.388554	12.155549	-163.263687	889.351013	14.076110	-157.816193	1036.636230	197.494827	-82.776886	63.083866	-0.200524	-131.049561	1381.150391	0.610181	-135.887787	1185.855469
849	8.4800	-61.606052	-162.709549	890.347473	85.776802	-162.767715	888.209229	-98.525169	-217.297043	487.618378	118.446602	-211.598251	476.424042	-103.054466	-222.948761	69.793907	134.116531	-235.040771	72.931763	-128.959198	-64.470299	58.414459	12.085375	-162.738632	889.278442	14.025423	-157.294449	1036.563477	197.484573	-82.779984	63.110115	-0.273584	-130.477585	1381.009399	0.509070	-135.401596	1185.625366
850	8.4900	-61.671207	-162.161423	890.282043	85.711319	-162.273834	888.123657	-98.512009	-216.945557	487.629395	118.423622	-211.215485	476.400909	-103.014206	-222.990662	69.792862	134.077942	-235.033875	72.932106	-128.978699	-64.520096	58.439781	12.020057	-162.217667	889.202820	13.982325	-156.765701	1036.487305	197.474472	-82.783325	63.135227	-0.338100	-129.873642	1380.869141	0.413968	-134.895309	1185.390015
851	8.5000	-61.731205	-161.617615	890.215637	85.650932	-161.783325	888.034424	-98.492325	-216.611404	487.641296	118.403534	-210.845078	476.378448	-102.973557	-223.032013	69.793541	134.039398	-235.027802	72.933418	-128.999634	-64.569870	58.464092	11.959868	-161.700470	889.125122	13.946886	-156.228790	1036.408447	197.464493	-82.787704	63.159271	-0.396614	-129.237518	1380.731323	0.324375	-134.368683	1185.152832
852	8.5100	-61.785473	-161.078857	890.148804	85.596230	-161.294754	887.942505	-98.466942	-216.294083	487.653900	118.386108	-210.490601	476.356964	-102.933151	-223.071716	69.795883	134.000732	-235.023300	72.935783	-129.021667	-64.618362	58.486965	11.905378	-161.186798	889.045776	13.919359	-155.682632	1036.327637	197.454742	-82.793922	63.182346	-0.451450	-128.569061	1380.597290	0.240015	-133.821198	1184.916260
853	8.5200	-61.833378	-160.545593	890.082214	85.547852	-160.806473	887.848999	-98.436768	-215.992630	487.666870	118.371269	-210.155258	476.336731	-102.893646	-223.108688	69.799751	133.961853	-235.020996	72.939224	-129.044540	-64.664398	58.508034	11.857237	-160.676041	888.965576	13.899831	-155.126434	1036.245361	197.445129	-82.802612	63.204498	-0.504582	-127.868340	1380.467285	0.160751	-133.252350	1184.682373
854	8.5300	-61.874081	-160.018433	890.016541	85.506638	-160.317032	887.755066	-98.402733	-215.705658	487.679810	118.359001	-209.842056	476.317871	-102.855644	-223.141907	69.804955	133.922745	-235.021454	72.943756	-129.067917	-64.706772	58.527000	11.816283	-160.167755	888.885925	13.888629	-154.559158	1036.162964	197.435669	-82.814384	63.225677	-0.557543	-127.135712	1380.343018	0.086337	-132.661911	1184.454224
855	8.5400	-61.906685	-159.497757	889.952332	85.473534	-159.825043	887.661987	-98.365784	-215.431519	487.692413	118.349442	-209.553162	476.300629	-102.819756	-223.170517	69.811272	133.883484	-235.025101	72.949348	-129.091263	-64.744476	58.543602	11.783423	-159.661407	888.807312	13.885813	-153.980301	1036.081177	197.426331	-82.829620	63.245899	-0.611351	-126.371666	1380.223999	0.017750	-132.049622	1184.232544
856	8.5500	-61.930225	-158.984009	889.890137	85.449501	-159.329590	887.571045	-98.326736	-215.168274	487.704315	118.342766	-209.290146	476.284973	-102.786438	-223.193878	69.818428	133.844315	-235.032059	72.955917	-129.114304	-64.776695	58.557686	11.759641	-159.156830	888.730713	13.891628	-153.389740	1036.000854	197.417267	-82.848328	63.264973	-0.666487	-125.577255	1380.110962	-0.044024	-131.416855	1184.019165
857	8.5600	-61.943893	-158.477463	889.830322	85.435371	-158.830170	887.483154	-98.286346	-214.913864	487.715149	118.339287	-209.053635	476.270996	-102.756073	-223.211609	69.826134	133.805573	-235.042328	72.963333	-129.136536	-64.802895	58.569195	11.745741	-158.653809	888.656860	13.906247	-152.787750	1035.922607	197.408447	-82.870438	63.282749	-0.722900	-124.753777	1380.004028	-0.098566	-130.763672	1183.815308
858	8.5700	-61.946850	-157.978378	889.773254	85.431999	-158.326935	887.399353	-98.245155	-214.666183	487.724823	118.339333	-208.843307	476.258636	-102.728905	-223.223495	69.834084	133.767715	-235.055573	72.971443	-129.157562	-64.822739	58.578163	11.742575	-158.152664	888.586426	13.929702	-152.175247	1035.847412	197.400085	-82.895493	63.298946	-0.780059	-123.902893	1379.903320	-0.144225	-130.091843	1183.622192
859	8.5800	-61.938419	-157.486938	889.718994	85.440063	-157.820572	887.320496	-98.203590	-214.423233	487.732910	118.343285	-208.658005	476.247803	-102.705025	-223.229675	69.841942	133.731201	-235.071350	72.980034	-129.176971	-64.836273	58.584686	11.750822	-157.653763	888.519897	13.962153	-151.553589	1035.775391	197.392288	-82.922913	63.313282	-0.837036	-123.026688	1379.807617	-0.179934	-129.402664	1183.439087
860	8.5900	-61.918091	-157.003311	889.667542	85.460083	-157.312546	887.246887	-98.161827	-214.183212	487.739410	118.351585	-208.495712	476.238373	-102.684357	-223.230545	69.849380	133.696609	-235.088989	72.988869	-129.194504	-64.843735	58.588951	11.770994	-157.157959	888.457214	14.003696	-150.924988	1035.706909	197.385223	-82.951851	63.325481	-0.892620	-122.127647	1379.717041	-0.204584	-128.698944	1183.267212
861	8.6000	-61.885536	-156.527634	889.618835	85.492386	-156.804810	887.178894	-98.119850	-213.944550	487.744263	118.364616	-208.353775	476.230286	-102.666771	-223.226669	69.856033	133.664551	-235.107635	72.997734	-129.209656	-64.845642	58.591244	11.803424	-156.666229	888.398865	14.054115	-150.291580	1035.642090	197.379120	-82.981323	63.335182	-0.945441	-121.208542	1379.630493	-0.217223	-127.983139	1183.105957
862	8.6100	-61.840599	-156.060059	889.572510	85.537117	-156.299911	887.116699	-98.077507	-213.706024	487.747406	118.382805	-208.229034	476.223358	-102.651955	-223.218765	69.861542	133.635498	-235.126358	73.006371	-129.222198	-64.842697	58.591850	11.848265	-156.179977	888.344727	14.113490	-149.656540	1035.581299	197.374329	-83.010330	63.342110	-0.994113	-120.272453	1379.547363	-0.217502	-127.258446	1182.955200
863	8.6200	-61.783283	-155.600754	889.528259	85.594284	-155.800827	887.059875	-98.034492	-213.466965	487.748840	118.406471	-208.118118	476.217468	-102.639572	-223.207703	69.865562	133.609940	-235.144379	73.014526	-129.231903	-64.835678	58.591099	11.905500	-155.700821	888.294189	14.181563	-149.023010	1035.523682	197.370956	-83.037903	63.346146	-1.037354	-119.322716	1379.466675	-0.205309	-126.528641	1182.814453
864	8.6300	-61.713875	-155.149918	889.485779	85.663597	-155.310638	887.008240	-97.990402	-213.226852	487.748566	118.435966	-208.017456	476.212494	-102.629181	-223.194397	69.867737	133.588257	-235.160645	73.021980	-129.238464	-64.825493	58.589375	11.974860	-155.230316	888.247131	14.258301	-148.394211	1035.469238	197.369431	-83.063034	63.347115	-1.074103	-118.362785	1379.387085	-0.180995	-125.797508	1182.683105
865	8.6400	-61.632679	-154.707916	889.444397	85.744728	-154.832642	886.961548	-97.944809	-212.985840	487.746552	118.471535	-207.923767	476.208313	-102.620361	-223.179733	69.867706	133.570740	-235.174500	73.028519	-129.241745	-64.813034	58.587048	12.056030	-154.770279	888.202942	14.343163	-147.773514	1035.417358	197.369843	-83.084953	63.345104	-1.103596	-117.396202	1379.308350	-0.145597	-125.069168	1182.560791
866	8.6500	-61.540279	-154.275162	889.403809	85.837120	-154.370056	886.919006	-97.897278	-212.744400	487.742798	118.513336	-207.834000	476.204620	-102.612671	-223.164551	69.865158	133.557541	-235.185242	73.033936	-129.241608	-64.799110	58.584484	12.148421	-154.322632	888.161560	14.435989	-147.164368	1035.368286	197.372498	-83.102997	63.340267	-1.125424	-116.426552	1379.228516	-0.100822	-124.347649	1182.446167
867	8.6600	-61.437374	-153.852325	889.363525	85.940063	-153.925980	886.880310	-97.847382	-212.503281	487.737091	118.561470	-207.745667	476.201355	-102.605736	-223.149597	69.859756	133.548676	-235.192459	73.038040	-129.237823	-64.784485	58.582119	12.251347	-153.889160	888.121887	14.536235	-146.569839	1035.320679	197.377426	-83.116737	63.332981	-1.139536	-115.457245	1379.146851	-0.048286	-123.636963	1182.338257
868	8.6700	-61.324707	-153.440063	889.322998	86.052818	-153.503021	886.844849	-97.794807	-212.263535	487.729279	118.615944	-207.656647	476.198151	-102.599182	-223.135529	69.851242	133.544067	-235.195816	73.040688	-129.230438	-64.769798	58.580318	12.364056	-153.471542	888.084045	14.643344	-145.992630	1035.274902	197.384842	-83.125908	63.323742	-1.146219	-114.491623	1379.062012	0.009619	-122.940872	1182.235962
869	8.6800	-61.203224	-153.039307	889.282043	86.174446	-153.103455	886.812073	-97.739380	-212.026306	487.719055	118.676659	-207.565491	476.194702	-102.592773	-223.122849	69.839386	133.543533	-235.195343	73.041702	-129.219376	-64.755539	58.579548	12.485608	-153.071411	888.047180	14.756656	-145.435287	1035.230103	197.394745	-83.130547	63.313251	-1.146042	-113.532814	1378.974121	0.070312	-122.262596	1182.139404
870	8.6900	-61.073933	-152.651154	889.240234	86.303909	-152.729095	886.781494	-97.681053	-211.792755	487.706085	118.743401	-207.471237	476.190582	-102.586311	-223.111893	69.824051	133.546829	-235.191177	73.040947	-129.204544	-64.742020	58.580303	12.614988	-152.690125	888.010986	14.875560	-144.899887	1035.186035	197.406952	-83.130760	63.302368	-1.139775	-112.583656	1378.881470	0.131363	-121.605179	1182.045898
871	8.7000	-60.937943	-152.276810	889.197388	86.440125	-152.381149	886.752625	-97.619850	-211.563889	487.689972	118.815910	-207.373367	476.185211	-102.579689	-223.102890	69.805168	133.553619	-235.183685	73.038307	-129.185989	-64.729500	58.583099	12.751091	-152.328979	887.975159	14.999063	-144.387939	1035.142334	197.421371	-83.126961	63.292080	-1.128291	-111.646812	1378.783813	0.190625	-120.970825	1181.955444
872	8.7100	-60.796398	-151.917618	889.153442	86.581902	-152.060364	886.725098	-97.556053	-211.340500	487.670349	118.893837	-207.271744	476.178009	-102.572899	-223.095886	69.782814	133.563614	-235.173309	73.033699	-129.163879	-64.717949	58.588501	12.892751	-151.988983	887.939392	15.126403	-143.900940	1035.098755	197.437744	-83.119553	63.283367	-1.112466	-110.724541	1378.681519	0.245859	-120.361008	1181.867432
873	8.7200	-60.650589	-151.575134	889.108276	86.727959	-151.766922	886.698486	-97.489967	-211.123108	487.646820	118.976753	-207.166290	476.168243	-102.566010	-223.090897	69.757210	133.576462	-235.160736	73.027061	-129.138184	-64.707382	58.597195	13.038688	-151.671021	887.903503	15.256558	-143.439606	1035.055176	197.455765	-83.109085	63.277378	-1.093083	-109.818924	1378.574219	0.295807	-119.776886	1181.780762
874	8.7300	-60.501827	-151.250916	889.062134	86.876961	-151.500641	886.672485	-97.422119	-210.911743	487.619171	119.064163	-207.056976	476.155121	-102.559219	-223.087723	69.728737	133.591965	-235.146652	73.018402	-129.109177	-64.697586	58.609859	13.187568	-151.375778	887.867310	15.388628	-143.004349	1035.011353	197.474991	-83.096153	63.275127	-1.070737	-108.931732	1378.462769	0.339388	-119.218567	1181.695313
