Field	Time	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	LTOO_X	LTOO_Y	LTOO_Z	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	RTOO_X	RTOO_Y	RTOO_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
219	2.1800	-55.570114	-247.513458	890.932312	91.757401	-251.041824	888.028198	-102.086365	-294.886292	487.025085	118.911949	-317.445953	477.290527	-116.698547	-311.808990	70.302979	132.769958	-322.332947	73.477921	-142.367188	-153.228210	59.852585	18.093645	-249.277679	889.480408	21.195654	-231.891403	1035.816895	198.530472	-171.132111	63.028515	7.115677	-197.482056	1384.077026	8.055849	-201.381836	1191.095337
220	2.1900	-55.549248	-246.794617	890.862671	91.778458	-250.307556	887.949158	-102.012161	-294.394135	487.008484	118.901772	-317.096100	477.279602	-116.608803	-311.713501	70.318428	132.732635	-322.311493	73.483322	-142.391403	-153.154053	59.824192	18.114607	-248.551117	889.405884	21.223431	-231.194077	1035.745728	198.536469	-171.129700	63.031368	7.111823	-197.028351	1383.994385	8.047671	-200.860031	1190.986938
221	2.2000	-55.538429	-246.071274	890.795227	91.789383	-249.570450	887.870605	-101.945518	-293.920044	486.996582	118.881813	-316.754211	477.268860	-116.521416	-311.617859	70.336105	132.692642	-322.288757	73.491257	-142.420807	-153.080551	59.794834	18.125477	-247.820862	889.333008	21.243086	-230.496460	1035.676636	198.545517	-171.129074	63.028164	7.106788	-196.575821	1383.906616	8.039121	-200.339844	1190.882813
222	2.2100	-55.537807	-245.345413	890.730286	91.790031	-248.832504	887.792542	-101.886467	-293.468353	486.989716	118.852242	-316.422791	477.258270	-116.436523	-311.523621	70.356117	132.650208	-322.265289	73.501366	-142.455231	-153.009201	59.764923	18.126112	-247.088989	889.261536	21.254505	-229.798889	1035.608887	198.556931	-171.130371	63.019588	7.099515	-196.126175	1383.816406	8.029970	-199.822357	1190.784180
223	2.2200	-55.547428	-244.619400	890.667847	91.780357	-248.096054	887.715210	-101.835182	-293.042145	486.987732	118.813766	-316.102600	477.247833	-116.354385	-311.432129	70.378357	132.605881	-322.241333	73.513168	-142.494171	-152.941132	59.734825	18.116465	-246.357758	889.191650	21.257652	-229.102066	1035.542725	198.570129	-171.133301	63.006348	7.089222	-195.680847	1383.725708	8.019485	-199.308167	1190.691284
224	2.2300	-55.567387	-243.896164	890.607910	91.760277	-247.363647	887.638672	-101.791862	-292.643219	486.990356	118.767471	-315.793213	477.237396	-116.275345	-311.344788	70.402504	132.560287	-322.217224	73.526031	-142.536957	-152.877533	59.705132	18.096445	-245.629929	889.123291	21.252388	-228.406937	1035.478027	198.584427	-171.137390	62.989422	7.075406	-195.240341	1383.637085	8.006613	-198.797379	1190.605103
225	2.2400	-55.597649	-243.178680	890.550049	91.729851	-246.637970	887.562866	-101.756737	-292.272034	486.996979	118.714790	-315.493103	477.226776	-116.199760	-311.262726	70.428032	132.514160	-322.193268	73.539268	-142.582748	-152.819366	59.676392	18.066103	-244.908325	889.056641	21.238337	-227.714722	1035.414429	198.598923	-171.142242	62.969902	7.057826	-194.804810	1383.551270	7.990442	-198.290222	1190.524414
226	2.2500	-55.637997	-242.470139	890.494080	91.689285	-245.921768	887.487854	-101.730019	-291.927917	487.006744	118.657303	-315.199829	477.215698	-116.128098	-311.186981	70.454231	132.468277	-322.169708	73.552101	-142.630600	-152.767166	59.649174	18.025652	-244.195999	888.991028	21.215494	-227.027176	1035.351318	198.612900	-171.147263	62.949017	7.036471	-194.373749	1383.469482	7.970242	-197.786285	1190.448853
227	2.2600	-55.688141	-241.773499	890.439514	91.638916	-245.217560	887.413391	-101.711853	-291.609192	487.018677	118.596710	-314.910217	477.203857	-116.060753	-311.118378	70.480301	132.423508	-322.146698	73.563728	-142.679626	-152.721619	59.624062	17.975386	-243.495560	888.926575	21.183609	-226.345551	1035.288696	198.625656	-171.151718	62.928043	7.011515	-193.946304	1383.391724	7.944561	-197.284943	1190.377319
228	2.2700	-55.747623	-241.091537	890.385742	91.579201	-244.527832	887.339417	-101.702217	-291.313293	487.031708	118.534576	-314.620880	477.190765	-115.998131	-311.057556	70.505333	132.380539	-322.124390	73.573334	-142.728806	-152.682907	59.601612	17.915787	-242.809692	888.862671	21.142920	-225.671707	1035.225708	198.636490	-171.155075	62.908432	6.983262	-193.521286	1383.318604	7.912757	-196.786316	1190.309082
229	2.2800	-55.815651	-240.426651	890.332275	91.510941	-243.854736	887.265930	-101.700958	-291.037109	487.044647	118.472351	-314.328369	477.175995	-115.940498	-311.004944	70.528412	132.340012	-322.102966	73.580162	-142.777313	-152.651123	59.582298	17.847652	-242.140717	888.799255	21.093599	-225.006973	1035.162476	198.644913	-171.156860	62.891560	6.952097	-193.097443	1383.249023	7.873603	-196.289276	1190.242188
230	2.2900	-55.891418	-239.780640	890.278748	91.434975	-243.199921	887.192810	-101.707703	-290.777069	487.056427	118.411217	-314.029419	477.159058	-115.888054	-310.960571	70.548653	132.302444	-322.082428	73.583527	-142.824280	-152.626144	59.566525	17.771778	-241.490311	888.735901	21.036310	-224.352844	1035.098267	198.650574	-171.156433	62.878750	6.918444	-192.673218	1383.182739	7.826939	-195.794022	1190.175903
231	2.3000	-55.973652	-239.154785	890.224792	91.352570	-242.564728	887.120117	-101.721840	-290.529388	487.066071	118.352036	-313.721313	477.139526	-115.840843	-310.924500	70.565269	132.268051	-322.062866	73.582878	-142.869034	-152.607727	59.554668	17.689457	-240.859756	888.672607	20.971725	-223.709930	1035.033081	198.653259	-171.153702	62.871418	6.882729	-192.247421	1383.119141	7.771788	-195.299927	1190.108887
232	2.3100	-56.061069	-238.549896	890.170288	91.264999	-241.950012	887.047913	-101.742523	-290.290558	487.072662	118.295433	-313.401825	477.117035	-115.798744	-310.896515	70.577637	132.236954	-322.044342	73.577805	-142.911194	-152.595520	59.547039	17.601965	-240.249954	888.609192	20.901114	-223.079269	1034.966797	198.653030	-171.148422	62.870785	6.845358	-191.818741	1383.056763	7.708043	-194.806503	1190.039551
233	2.3200	-56.152065	-237.965973	890.114929	91.173897	-241.355972	886.976318	-101.768776	-290.057037	487.075562	118.241753	-313.069641	477.091125	-115.761513	-310.876221	70.585304	132.209030	-322.026764	73.568115	-142.950394	-152.589081	59.543827	17.510920	-239.660995	888.545715	20.825569	-222.460739	1034.899658	198.650024	-171.140579	62.877937	6.806718	-191.386276	1382.995239	7.635939	-194.314011	1189.967529
234	2.3300	-56.244949	-237.402588	890.058716	91.080925	-240.782440	886.905518	-101.799400	-289.825775	487.074158	118.191147	-312.724182	477.061646	-115.728745	-310.863098	70.588066	132.184021	-322.010040	73.553795	-142.986557	-152.587952	59.545200	17.417990	-239.092545	888.482239	20.746792	-221.854477	1034.831299	198.644653	-171.130371	62.893764	6.767176	-190.949310	1382.934814	7.555573	-193.822159	1189.893066
235	2.3400	-56.337906	-236.858704	890.001709	90.987930	-240.228577	886.835632	-101.833115	-289.593964	487.068268	118.143578	-312.365784	477.028503	-115.699921	-310.856506	70.586014	132.161469	-321.994080	73.535118	-143.019638	-152.591446	59.551235	17.325014	-238.543640	888.418823	20.666294	-221.259933	1034.762207	198.637421	-171.118103	62.918842	6.727093	-190.507339	1382.874756	7.467288	-193.330322	1189.815430
236	2.3500	-56.429146	-236.332886	889.944031	90.896675	-239.693146	886.766907	-101.868538	-289.359528	487.057678	118.099007	-311.995514	476.991669	-115.674469	-310.855682	70.579506	132.140976	-321.978668	73.512581	-143.049789	-152.599030	59.561928	17.233765	-238.013046	888.355469	20.585974	-220.676575	1034.692383	198.629028	-171.104004	62.953533	6.686854	-190.060196	1382.815063	7.372588	-192.838669	1189.734863
237	2.3600	-56.516846	-235.823318	889.885681	90.808983	-239.174469	886.699524	-101.904373	-289.120880	487.042572	118.057396	-311.615265	476.951447	-115.651772	-310.859741	70.569214	132.122025	-321.963470	73.486984	-143.077332	-152.610001	59.577217	17.146070	-237.498917	888.292664	20.507397	-220.103363	1034.622314	198.620209	-171.088379	62.997616	6.646882	-189.607971	1382.756714	7.272218	-192.347031	1189.652710
238	2.3700	-56.599430	-235.327835	889.826843	90.726433	-238.670380	886.633423	-101.939293	-288.876709	487.023315	118.018738	-311.227386	476.908142	-115.631187	-310.867676	70.556168	132.104172	-321.948212	73.459373	-143.102493	-152.623627	59.596878	17.063501	-236.999146	888.230225	20.432350	-219.539230	1034.552002	198.611801	-171.071686	63.050671	6.607656	-189.150909	1382.698853	7.167740	-191.854935	1189.568604
239	2.3800	-56.675396	-234.844116	889.767639	90.650536	-238.178421	886.568665	-101.972084	-288.626312	487.000519	117.983200	-310.834839	476.862335	-115.612129	-310.878387	70.541626	132.087067	-321.932404	73.431046	-143.125702	-152.639038	59.620636	16.987574	-236.511307	888.168274	20.362272	-218.983276	1034.481934	198.604477	-171.054108	63.111649	6.569734	-188.689407	1382.642944	7.060517	-191.362244	1189.484131
240	2.3900	-56.743580	-234.369751	889.708313	90.582443	-237.696045	886.505310	-102.001633	-288.369415	486.975006	117.951057	-310.440735	476.814911	-115.594078	-310.890686	70.527199	132.070526	-321.915710	73.403534	-143.147217	-152.655289	59.648064	16.919430	-236.032898	888.106934	20.298584	-218.434570	1034.411987	198.599045	-171.035843	63.179077	6.533746	-188.224014	1382.589355	6.952548	-190.869064	1189.400635
241	2.4000	-56.803150	-233.902237	889.649109	90.522995	-237.220444	886.443298	-102.026970	-288.106049	486.947998	117.922684	-310.048126	476.766632	-115.576614	-310.903381	70.514671	132.054550	-321.897491	73.378578	-143.167297	-152.671570	59.678600	16.859922	-235.561371	888.046326	20.242237	-217.892349	1034.342773	198.596024	-171.016815	63.250847	6.500382	-187.755325	1382.537842	6.845524	-190.374542	1189.318115
242	2.4100	-56.853573	-233.439240	889.590393	90.472717	-236.748917	886.382690	-102.047295	-287.836456	486.920898	117.898552	-309.660126	476.718872	-115.559433	-310.915009	70.506012	132.039291	-321.877380	73.358009	-143.186218	-152.686722	59.711525	16.809578	-235.094101	887.986572	20.194124	-217.355820	1034.274536	198.595779	-170.997025	63.324608	6.470376	-187.284027	1382.489014	6.741670	-189.879044	1189.237793
243	2.4200	-56.894600	-232.978516	889.532654	90.431885	-236.278824	886.323669	-102.061935	-287.561249	486.895386	117.879128	-309.279327	476.672943	-115.542290	-310.924408	70.503242	132.025223	-321.854767	73.343674	-143.203995	-152.699631	59.745987	16.768646	-234.628693	887.928162	20.154583	-216.824875	1034.208130	198.598511	-170.976059	63.397327	6.444468	-186.810791	1382.443481	6.642436	-189.382614	1189.161255
244	2.4300	-56.926445	-232.518188	889.476624	90.400246	-235.807816	886.266418	-102.070343	-287.281067	486.873383	117.864822	-308.907959	476.630463	-115.525093	-310.930237	70.508301	132.012909	-321.829285	73.337372	-143.220581	-152.709396	59.781059	16.736902	-234.163010	887.871643	20.123980	-216.299347	1034.144287	198.604019	-170.953506	63.465675	6.423364	-186.336349	1382.401489	6.549977	-188.885452	1189.088867
245	2.4400	-56.949585	-232.056808	889.423340	90.377342	-235.334106	886.211426	-102.072136	-286.996918	486.856964	117.855934	-308.547760	476.593048	-115.507828	-310.931458	70.522980	132.003098	-321.800629	73.340721	-143.235870	-152.714905	59.815643	16.713884	-233.695496	887.817505	20.102137	-215.779449	1034.083740	198.611893	-170.928925	63.526085	6.407681	-185.861633	1382.363281	6.465794	-188.388107	1189.021484
246	2.4500	-56.964828	-231.593292	889.373901	90.362366	-234.856293	886.159424	-102.067032	-286.709686	486.848297	117.852547	-308.199799	476.562531	-115.490555	-310.927032	70.548607	131.996689	-321.768524	73.354935	-143.249512	-152.715393	59.848675	16.698771	-233.224823	887.766785	20.088799	-215.265411	1034.027710	198.621384	-170.901627	63.574776	6.397907	-185.387390	1382.330322	6.391212	-187.891449	1188.961426
247	2.4600	-56.973141	-231.127258	889.329773	90.354324	-234.373672	886.111206	-102.054939	-286.420441	486.849335	117.854538	-307.864624	476.540588	-115.473351	-310.916351	70.586014	131.994492	-321.733063	73.380760	-143.261078	-152.710281	59.879032	16.690596	-232.750504	887.720642	20.083271	-214.757782	1033.977417	198.631424	-170.871048	63.608059	6.394358	-184.914581	1382.302368	6.327515	-187.396759	1188.908569
248	2.4700	-56.975624	-230.659012	889.292480	90.352127	-233.886414	886.067871	-102.035912	-286.130219	486.861847	117.861496	-307.542633	476.528870	-115.456375	-310.899292	70.635231	131.997238	-321.694550	73.418236	-143.269836	-152.699265	59.905708	16.688250	-232.272751	887.680298	20.084991	-214.257050	1033.934082	198.640549	-170.836929	63.622398	6.397141	-184.444138	1382.281128	6.275478	-186.905441	1188.865234
249	2.4800	-56.973576	-230.189529	889.263367	90.354462	-233.395401	886.030457	-102.010178	-285.840179	486.886993	117.872780	-307.233643	476.528564	-115.439621	-310.876129	70.695343	132.005508	-321.653687	73.466560	-143.275238	-152.682556	59.927876	16.690449	-231.792496	887.647034	20.093052	-213.763519	1033.899170	198.647232	-170.798965	63.614784	6.406138	-183.977036	1382.267212	6.235663	-186.418961	1188.832153
250	2.4900	-56.968124	-229.720642	889.243713	90.360199	-232.902328	885.999939	-101.978180	-285.551636	486.925262	117.887558	-306.937592	476.540405	-115.423203	-310.847778	70.764320	132.019455	-321.611603	73.523941	-143.276291	-152.660843	59.944935	16.696041	-231.311493	887.621948	20.106607	-213.277435	1033.873169	198.649429	-170.757599	63.582890	6.420994	-183.514114	1382.261475	6.208286	-185.939636	1188.810913
251	2.5000	-56.960449	-229.254791	889.234314	90.368149	-232.409714	885.976929	-101.940628	-285.265747	486.975891	117.904884	-306.654175	476.564362	-115.407028	-310.815826	70.838860	132.038834	-321.569824	73.587402	-143.272171	-152.635330	59.956558	16.703856	-230.832260	887.605652	20.124577	-212.798691	1033.856689	198.645279	-170.713394	63.525303	6.441131	-183.056198	1382.264404	6.193394	-185.469284	1188.802246
252	2.5100	-56.951523	-228.795105	889.235229	90.377335	-231.920639	885.961609	-101.898438	-284.983887	487.036926	117.923683	-306.383514	476.599274	-115.391006	-310.782593	70.914345	132.062683	-321.530487	73.652840	-143.261993	-152.607895	59.962830	16.712908	-230.357880	887.598572	20.146227	-212.326630	1033.849609	198.632507	-170.667923	63.441940	6.465780	-182.603745	1382.275146	6.190732	-185.009308	1188.805664
253	2.5200	-56.942039	-228.345139	889.245422	90.387093	-231.438614	885.953003	-101.852867	-284.707550	487.104858	117.942970	-306.125610	476.642914	-115.374886	-310.750916	70.984848	132.089569	-321.496094	73.714920	-143.244858	-152.580795	59.964222	16.722530	-229.891876	887.599365	20.170523	-211.860260	1033.849976	198.609131	-170.622925	63.333958	6.494010	-182.157089	1382.292603	6.199561	-184.562073	1188.820679
254	2.5300	-56.932423	-227.908524	889.262634	90.396965	-230.967163	885.949463	-101.805443	-284.438263	487.174530	117.961899	-305.880829	476.691528	-115.358406	-310.724335	71.043228	132.117218	-321.469513	73.767189	-143.219955	-152.557053	59.961582	16.732271	-229.437836	887.606140	20.196690	-211.397980	1033.855347	198.573288	-170.581039	63.204147	6.524786	-181.715942	1382.314453	6.219131	-184.127869	1188.845459
255	2.5400	-56.922737	-227.488754	889.282715	90.406929	-230.509674	885.947449	-101.758018	-284.177582	487.239075	117.979805	-305.649048	476.739868	-115.341232	-310.706970	71.081413	132.142761	-321.454041	73.802307	-143.186691	-152.539886	59.956139	16.742100	-228.999222	887.615173	20.224100	-210.937714	1033.861328	198.523560	-170.545288	63.056923	6.557026	-181.279663	1382.335815	6.248788	-183.707825	1188.875732
256	2.5500	-56.912716	-227.088760	889.300049	90.417274	-230.068832	885.942444	-101.712700	-283.927124	487.290009	117.996292	-305.430206	476.781036	-115.323051	-310.702881	71.090744	132.162735	-321.452850	73.812309	-143.144577	-152.532776	59.949257	16.752283	-228.578827	887.621338	20.252148	-210.477081	1033.862061	198.458984	-170.519058	62.898247	6.589657	-180.846939	1382.350830	6.287256	-183.301025	1188.905884
257	2.5600	-56.901684	-226.710434	889.307068	90.428711	-229.646240	885.927917	-101.671844	-283.688293	487.317627	118.011353	-305.223663	476.806946	-115.303719	-310.716370	71.062477	132.173172	-321.469055	73.789146	-143.093567	-152.539169	59.942471	16.763512	-228.178345	887.617615	20.280436	-210.013153	1033.850098	198.379257	-170.505844	62.735519	6.621682	-180.415939	1382.351563	6.333281	-182.906219	1188.928223
258	2.5700	-56.888561	-226.354156	889.294678	90.442329	-229.241943	885.896240	-101.638000	-283.462311	487.311340	118.025299	-305.027618	476.808289	-115.283218	-310.751007	70.988487	132.169876	-321.505310	73.725258	-143.033905	-152.562134	59.937061	16.776884	-227.798065	887.595459	20.308483	-209.543335	1033.816406	198.285095	-170.509186	62.577202	6.652231	-179.984131	1382.328369	6.385663	-182.520706	1188.933105
259	2.5800	-56.872074	-226.018402	889.252319	90.459473	-228.854156	885.838379	-101.613770	-283.249878	487.260529	118.038849	-304.839050	476.775330	-115.261871	-310.809875	70.861984	132.148743	-321.563354	73.614304	-142.966278	-152.604263	59.934010	16.793701	-227.436310	887.545471	20.336107	-209.064941	1033.751587	198.177963	-170.532135	62.432392	6.680631	-179.548431	1382.271240	6.442723	-182.140625	1188.910156
260	2.5900	-56.850605	-225.699585	889.168884	90.481789	-228.479019	885.745117	-101.601784	-283.051178	487.155243	118.053040	-304.653442	476.698456	-115.240387	-310.894623	70.678490	132.105988	-321.643921	73.452011	-142.891754	-152.667175	59.933525	16.815596	-227.089294	887.457092	20.363045	-208.575577	1033.645142	198.060547	-170.577103	62.310215	6.706436	-179.105225	1382.169189	6.503103	-181.760468	1188.847046
261	2.6000	-56.822502	-225.391663	889.033325	90.510963	-228.110336	885.607056	-101.604561	-282.865570	486.987488	118.069328	-304.464355	476.569489	-115.220039	-311.005249	70.436630	132.038681	-321.746002	73.237106	-142.811935	-152.751099	59.934917	16.844233	-226.751007	887.320190	20.389004	-208.073959	1033.487549	197.936600	-170.645432	62.219044	6.729489	-178.650558	1382.012207	6.565176	-181.373825	1188.732300
262	2.6100	-56.786133	-225.086395	888.835999	90.548676	-227.740051	885.416565	-101.624313	-282.691528	486.752380	118.089401	-304.263641	476.382538	-115.202614	-311.139923	70.139214	131.944977	-321.866882	72.972298	-142.729050	-152.854843	59.936317	16.881275	-226.413254	887.126404	20.413675	-207.559341	1033.271240	197.810898	-170.737076	62.165874	6.749953	-178.180374	1381.792725	6.627513	-180.973083	1188.555542
263	2.6200	-56.740025	-224.773605	888.570190	90.596420	-227.358231	885.168396	-101.662910	-282.526550	486.449402	118.115242	-304.041229	476.135406	-115.190666	-311.294281	69.794044	131.824722	-322.001617	72.665154	-142.645523	-152.975037	59.934456	16.928200	-226.065948	886.869385	20.436842	-207.032272	1032.991577	197.689285	-170.850281	62.155415	6.768339	-177.690567	1381.506226	6.687950	-180.549362	1188.309326
264	2.6300	-56.683044	-224.441559	888.233093	90.655350	-226.953827	884.861389	-101.721733	-282.367126	486.083649	118.149162	-303.785553	475.831024	-115.187469	-311.461487	69.414673	131.679749	-322.142883	72.328949	-142.564423	-153.106186	59.924538	16.986153	-225.697693	886.547241	20.457907	-206.494690	1032.648193	197.578171	-170.981003	62.189362	6.785528	-177.177383	1381.154419	6.745532	-180.093948	1187.991089
265	2.6400	-56.614449	-224.078125	887.828064	90.726196	-226.515579	884.500366	-101.801567	-282.208984	485.667297	118.193748	-303.483490	475.478638	-115.197052	-311.631927	69.020958	131.514450	-322.280670	71.983238	-142.488876	-153.240204	59.900337	17.055876	-225.296875	886.164307	20.476160	-205.950043	1032.247437	197.484940	-171.122528	62.265839	6.802773	-176.637665	1380.745728	6.798670	-179.597382	1187.605225
266	2.6500	-56.534111	-223.671600	887.365967	90.809090	-226.033081	884.097107	-101.902557	-282.047119	485.220184	118.251884	-303.121674	475.095093	-115.224327	-311.793365	68.639305	131.335846	-322.402527	71.654259	-142.422379	-153.366547	59.854137	17.137489	-224.852371	885.731628	20.490839	-205.402725	1031.802612	197.417160	-171.265015	62.378910	6.821680	-176.068924	1380.298096	6.846181	-179.050980	1187.165039
267	2.6600	-56.442608	-223.211929	886.866943	90.903412	-225.497803	883.672058	-102.024307	-281.876190	484.770721	118.326851	-302.686493	474.705627	-115.274872	-311.931030	68.302620	131.153992	-322.493683	71.374901	-142.368393	-153.472153	59.777039	17.230402	-224.354874	885.269592	20.500996	-204.858643	1031.336426	197.382660	-171.395493	62.518543	6.844166	-175.469788	1379.839111	6.887278	-178.447021	1186.693604
268	2.6700	-56.340977	-222.692184	886.360840	91.008072	-224.904587	883.255493	-102.165833	-281.690857	484.355804	118.422386	-302.165039	474.344360	-115.355072	-312.028107	68.049706	130.982071	-322.536835	71.184296	-142.330139	-153.541824	59.659206	17.333549	-223.798416	884.808167	20.505423	-204.324783	1030.880127	197.389282	-171.497375	62.670597	6.872386	-174.840088	1379.406494	6.921089	-177.779404	1186.224976
269	2.6800	-56.231041	-222.109695	885.888672	91.121201	-224.252716	882.887939	-102.325745	-281.486298	484.020477	118.542717	-301.546143	474.054260	-115.471848	-312.065826	67.924423	130.836029	-322.513428	71.126892	-142.310776	-153.558731	59.490162	17.445084	-223.181198	884.388306	20.502895	-203.808334	1030.476074	197.444397	-171.551178	62.817337	6.908625	-174.181183	1379.050049	6.947848	-177.044113	1185.807007
270	2.6900	-56.115097	-221.467270	885.501831	91.240425	-223.547180	882.620056	-102.502388	-281.258545	483.816925	118.692703	-300.820801	473.886261	-115.632530	-312.024506	67.974152	130.734543	-322.403564	71.251152	-142.312866	-153.505798	59.259403	17.562668	-222.507233	884.061035	20.492048	-203.317078	1030.175537	197.554779	-171.535172	62.937973	6.955142	-173.495667	1378.828979	6.967513	-176.240112	1185.498169
271	2.7000	-55.995892	-220.774078	885.261414	91.362923	-222.799210	882.511780	-102.693985	-281.004639	483.802612	118.877731	-299.983093	473.897858	-115.844521	-311.883942	68.247940	130.698212	-322.187225	71.607590	-142.338577	-153.366714	58.956966	17.683519	-221.786682	883.886719	20.471781	-202.858414	1030.038086	197.726044	-171.426926	63.009815	7.014002	-172.787811	1378.812134	6.980894	-175.369568	1185.369263
272	2.7100	-55.876347	-220.046082	885.236145	91.485680	-222.026932	882.630371	-102.898735	-280.723267	484.037872	119.103714	-299.030945	474.151031	-116.114838	-311.624390	68.794189	130.748795	-321.845062	72.246498	-142.389297	-153.127792	58.574169	17.804665	-221.036530	883.933289	20.440893	-202.439362	1030.130005	197.962051	-171.205200	63.009029	7.086849	-172.063477	1379.073730	6.988639	-174.438644	1185.499512
273	2.7200	-55.759438	-219.306152	885.499634	91.605652	-221.255280	883.047668	-103.114830	-280.414551	484.583099	119.376923	-297.966034	474.709229	-116.449806	-311.227112	69.658028	130.908127	-321.359436	73.215233	-142.465912	-152.779510	58.104683	17.923105	-220.280716	884.273621	20.398499	-202.065826	1030.521240	198.264267	-170.852524	62.912277	7.174696	-171.329697	1379.690918	6.991738	-173.456680	1185.973145
274	2.7300	-55.647987	-218.583313	886.126526	91.719933	-220.515121	883.836121	-103.340477	-280.080078	485.495026	119.703606	-296.794525	475.633728	-116.854263	-310.675598	70.878334	131.196945	-320.715302	74.555199	-142.568268	-152.318405	57.545906	18.035971	-219.549255	884.981445	20.344185	-201.742661	1031.282104	198.631042	-170.357819	62.698185	7.277681	-170.594849	1380.738647	6.991530	-172.437607	1186.875488
275	2.7400	-55.544392	-217.911591	887.187500	91.826050	-219.842300	885.064941	-103.573715	-279.722656	486.822906	120.089737	-295.526459	476.979889	-117.331154	-309.955963	72.484886	131.633408	-319.901520	76.298775	-142.695511	-151.748077	56.900581	18.140833	-218.876938	886.126343	20.277752	-201.473083	1032.478027	199.056747	-169.718857	62.349335	7.394871	-169.868179	1382.285522	6.988999	-171.398392	1188.287598
276	2.7500	-55.450562	-217.328201	888.744812	91.922035	-219.275604	886.794128	-103.812325	-279.345825	488.604858	120.540405	-294.175629	478.792511	-117.880898	-309.057831	74.495422	132.231812	-318.911316	78.466217	-142.845871	-151.079361	56.178532	18.235737	-218.301941	887.769653	20.199766	-201.259262	1034.166382	199.531235	-168.944107	61.854675	7.524083	-169.159790	1384.387817	6.984959	-170.359787	1190.279541
277	2.7600	-55.367653	-216.871216	890.846802	92.006668	-218.854446	889.070190	-104.053596	-278.953674	490.863800	121.059303	-292.758881	481.101868	-118.500969	-307.974945	76.913033	133.001373	-317.743073	81.062828	-143.016388	-150.329468	55.398670	18.319510	-217.862823	889.958618	20.111385	-201.101517	1036.389893	200.039856	-168.052994	61.212284	7.661798	-168.479843	1387.085083	6.980031	-169.344299	1192.905396
278	2.7700	-55.295986	-216.576569	893.522461	92.079582	-218.615936	891.920593	-104.294228	-278.549530	493.604065	121.648209	-291.295441	483.919556	-119.185638	-306.705475	79.724068	133.945038	-316.400787	84.076553	-143.203217	-149.519592	54.589928	18.391800	-217.596283	892.721619	20.014347	-200.999115	1039.173584	200.563904	-167.075027	60.432186	7.803140	-167.838730	1390.393188	6.974485	-168.376221	1196.194580
279	2.7800	-55.235050	-216.475281	896.777344	92.141212	-218.592102	895.349426	-104.530266	-278.135986	496.808716	122.306488	-289.805634	487.235199	-119.925850	-305.252563	82.896744	135.058823	-314.894165	87.476280	-143.401398	-148.671143	53.791481	18.453081	-217.533722	896.063477	19.911274	-200.949966	1042.518677	201.081909	-166.046097	59.538425	7.941973	-167.246277	1394.302002	6.968215	-167.480301	1200.149048
280	2.7900	-55.183529	-216.590286	900.590027	92.192825	-218.806732	899.334106	-104.757195	-277.713989	500.437683	123.030785	-288.310181	491.013824	-120.709442	-303.624237	86.380501	136.331512	-313.238281	91.210960	-143.605209	-147.801010	53.050758	18.504654	-217.698532	899.962097	19.805395	-200.951279	1046.400146	201.571945	-165.003540	58.569630	8.071113	-166.711685	1398.771973	6.960195	-166.679977	1204.738281
281	2.8000	-55.139214	-216.934097	904.909546	92.236595	-219.272903	903.822754	-104.969994	-277.282654	504.427307	123.814774	-286.828888	495.194824	-121.521461	-301.833618	90.106476	137.744644	-311.453156	95.209724	-143.807953	-146.917664	52.419407	18.548691	-218.103531	904.366272	19.700771	-200.999771	1050.764404	202.014252	-163.979340	57.577145	8.182627	-166.243042	1403.731201	6.949903	-165.996735	1209.895264
282	2.8100	-55.099236	-217.506607	909.655090	92.275322	-219.990936	908.733459	-105.163452	-276.838806	508.690765	124.649261	-285.379944	499.691956	-122.344688	-299.898621	93.988930	139.272873	-309.563080	99.383209	-144.002655	-146.017517	51.947323	18.588045	-218.748810	909.194275	19.601826	-201.091797	1055.527710	202.393875	-162.994354	56.620224	8.268279	-165.847183	1409.077026	6.935689	-165.447906	1215.518188
283	2.8200	-55.060158	-218.294144	914.716248	92.312370	-220.947372	913.955139	-105.332283	-276.377228	513.120483	125.522240	-283.979004	504.395172	-123.160362	-297.841522	97.927864	140.884689	-307.595612	103.625954	-144.182144	-145.084274	51.675594	18.626106	-219.620758	914.335815	19.513582	-201.224335	1060.579102	202.702850	-162.053299	55.758713	8.319994	-165.529373	1414.677490	6.916313	-165.047455	1221.470459
284	2.8300	-55.018162	-219.269226	919.956177	92.351501	-222.114594	919.350037	-105.471405	-275.890625	517.591248	126.419289	-282.638367	509.173920	-123.948799	-295.688446	101.812462	142.543625	-305.580505	107.819908	-144.339355	-144.090607	51.629910	18.666676	-220.691940	919.653198	19.441357	-201.395447	1065.781006	202.940781	-161.142868	55.044140	8.330384	-165.293304	1420.375488	6.890372	-164.802750	1227.586304
