Field	Time	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	LTOO_X	LTOO_Y	LTOO_Z	RTOO_X	RTOO_Y	RTOO_Z	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
129	1.2800	-1.293561	-237.564697	887.457275	3.978350	-220.241882	1033.739258	-154.131119	-128.752518	59.214081	190.694824	-171.128922	64.554756	-74.787682	-241.978470	890.728882	72.200562	-233.150909	884.185669	-115.049332	-296.585419	487.050842	109.393860	-306.309753	475.549500	-126.360405	-286.807617	70.218796	129.534271	-323.830139	72.867538	-8.177194	-177.051758	1381.709106	-10.450019	-187.898605	1182.135986
130	1.2900	-1.393788	-237.324890	887.493042	3.964644	-219.869385	1033.756104	-154.165527	-128.773666	59.266411	190.671066	-171.161621	64.580124	-74.885315	-241.745514	890.813232	72.097740	-232.904251	884.172791	-114.963097	-295.811707	487.131866	109.332695	-305.986633	475.538330	-126.308266	-286.820251	70.174217	129.484756	-323.853516	72.874077	-8.299337	-175.701263	1381.679932	-10.368794	-186.998749	1181.957886
131	1.3000	-1.490349	-237.083878	887.533142	3.949529	-219.470474	1033.774170	-154.201996	-128.791885	59.315445	190.650009	-171.201248	64.606003	-74.979759	-241.504776	890.899536	71.999069	-232.662979	884.166748	-114.876198	-294.978943	487.212799	109.263397	-305.670227	475.532196	-126.255035	-286.829102	70.128746	129.433990	-323.882172	72.882942	-8.445849	-174.228394	1381.631348	-10.307857	-186.049606	1181.761841
132	1.3100	-1.581323	-236.844482	887.576965	3.933421	-219.049332	1033.793213	-154.240601	-128.807953	59.360580	190.632050	-171.246063	64.631752	-75.069130	-241.259201	890.986206	71.906487	-232.429764	884.167725	-114.790123	-294.094513	487.292389	109.187286	-305.357697	475.530243	-126.200516	-286.834869	70.083633	129.382843	-323.914490	72.893593	-8.616400	-172.635162	1381.561035	-10.268294	-185.056580	1181.547852
133	1.3200	-1.664464	-236.610428	887.624084	3.916797	-218.611298	1033.812866	-154.281647	-128.822815	59.401440	190.617584	-171.293823	64.656624	-75.151207	-241.012863	891.072021	71.822273	-232.207993	884.176208	-114.706345	-293.168304	487.369202	109.106140	-305.044708	475.531342	-126.144394	-286.838135	70.040192	129.332306	-323.948486	72.905418	-8.810140	-170.925003	1381.467651	-10.250229	-184.026505	1181.316895
134	1.3300	-1.737526	-236.386581	887.674377	3.900326	-218.162949	1033.833252	-154.325317	-128.837433	59.437901	190.607132	-171.342148	64.679855	-75.223755	-240.770981	891.155945	71.748703	-232.002182	884.192749	-114.626030	-292.212189	487.442230	109.022034	-304.726685	475.534424	-126.086411	-286.839783	69.999702	129.283340	-323.981903	72.917923	-9.025743	-169.102600	1381.350342	-10.253698	-182.966125	1181.070679
135	1.3400	-1.798095	-236.179001	887.728088	3.884675	-217.712296	1033.854614	-154.371765	-128.852570	59.470070	190.601242	-171.388794	64.700851	-75.284393	-240.540085	891.237366	71.688202	-231.817917	884.218750	-114.550194	-291.239716	487.510223	108.937187	-304.398590	475.538574	-126.026390	-286.840454	69.963310	129.236816	-324.012695	72.930588	-9.261444	-167.173859	1381.208862	-10.277530	-181.883514	1180.811279
136	1.3500	-1.843876	-235.995117	887.785889	3.870699	-217.268585	1033.878052	-154.421112	-128.868729	59.498173	190.600342	-171.431686	64.719162	-75.330841	-240.328033	891.316162	71.643082	-231.662201	884.255676	-114.479607	-290.265076	487.572327	108.853851	-304.055756	475.543182	-125.964340	-286.840485	69.931923	129.193481	-324.038818	72.943024	-9.515114	-165.145447	1381.044067	-10.320367	-180.787064	1180.542603
137	1.3600	-1.872626	-235.843826	887.849060	3.859185	-216.842300	1033.905151	-154.473099	-128.885941	59.522598	190.604752	-171.469345	64.734688	-75.360847	-240.144104	891.392883	71.615601	-231.543549	884.305298	-114.414871	-289.303009	487.627625	108.774231	-303.693848	475.547638	-125.900536	-286.840118	69.906128	129.153778	-324.058929	72.954926	-9.784338	-163.024841	1380.857178	-10.380389	-179.685120	1180.268433
138	1.3700	-1.882365	-235.735565	887.919373	3.851110	-216.445343	1033.937500	-154.527359	-128.904114	59.543900	190.614471	-171.500916	64.747665	-75.372475	-239.999008	891.468628	71.607750	-231.472122	884.370117	-114.356361	-288.367950	487.675354	108.700508	-303.309601	475.551819	-125.835495	-286.839355	69.886162	129.117767	-324.072174	72.966042	-10.066504	-160.819839	1380.650024	-10.455374	-178.586395	1179.993774
139	1.3800	-1.871424	-235.682266	887.999084	3.847451	-216.090652	1033.977661	-154.583130	-128.922684	59.562675	190.629272	-171.526276	64.758682	-75.364029	-239.904861	891.545349	71.621185	-231.459671	884.452820	-114.304298	-287.473450	487.714813	108.634987	-302.900360	475.555542	-125.770096	-286.838013	69.871872	129.085297	-324.078491	72.976219	-10.358891	-158.538376	1380.425171	-10.542681	-177.499817	1179.724243
140	1.3900	-1.838481	-235.697357	888.091064	3.849218	-215.792343	1034.028442	-154.639374	-128.941055	59.579697	190.648605	-171.546021	64.768654	-75.334213	-239.875107	891.625732	71.657257	-231.519623	884.556396	-114.258675	-286.631866	487.745453	108.580162	-302.464630	475.558502	-125.705284	-286.835999	69.862701	129.055771	-324.078583	72.985329	-10.658760	-156.188324	1380.184692	-10.639745	-176.433792	1179.465576
141	1.4000	-1.782642	-235.795883	888.198608	3.857439	-215.565109	1034.093018	-154.694702	-128.958710	59.595867	190.671524	-171.561417	64.778801	-75.282112	-239.924667	891.713013	71.716827	-231.667084	884.684204	-114.219376	-285.853638	487.766815	108.538872	-302.001312	475.560181	-125.642212	-286.833252	69.857773	129.028259	-324.073730	72.993279	-10.963429	-153.777100	1379.931274	-10.743560	-175.396683	1179.223755
142	1.4100	-1.703420	-235.994095	888.325317	3.873284	-215.424286	1034.174805	-154.747482	-128.975418	59.612274	190.696854	-171.574310	64.790497	-75.207230	-240.069595	891.811096	71.800392	-231.918594	884.839478	-114.186096	-285.147095	487.778473	108.514458	-301.509735	475.559509	-125.581963	-286.830292	69.855919	129.001648	-324.065887	73.000015	-11.270345	-151.311539	1379.666992	-10.851427	-174.396088	1179.005005
143	1.4200	-1.600772	-236.309555	888.474976	3.897819	-215.385651	1034.276978	-154.795792	-128.991302	59.630180	190.723190	-171.586563	64.805038	-75.109489	-240.327164	891.924255	71.907944	-232.291946	885.025635	-114.158424	-284.517731	487.780426	108.510750	-300.988586	475.554810	-125.525444	-286.827942	69.855797	128.974747	-324.057068	73.005508	-11.577132	-148.797699	1379.392822	-10.960567	-173.439011	1178.813843
144	1.4300	-1.475068	-236.760818	888.651489	3.932252	-215.464828	1034.403076	-154.837570	-129.006989	59.651016	190.749130	-171.600037	64.823540	-74.989220	-240.715591	892.057251	72.039085	-232.806030	885.245667	-114.135880	-283.967621	487.772583	108.532173	-300.435577	475.543884	-125.473274	-286.827545	69.855927	128.946396	-324.049286	73.009850	-11.881636	-146.240692	1379.108887	-11.068382	-172.531235	1178.654419
145	1.4400	-1.327025	-237.367264	888.858459	3.977828	-215.677094	1034.555664	-154.870621	-129.023651	59.676384	190.773285	-171.616196	64.846764	-74.847084	-241.254028	892.214539	72.193039	-233.480484	885.502319	-114.118011	-283.495300	487.755219	108.583603	-299.846863	475.523926	-125.425636	-286.830872	69.854904	128.915497	-324.044189	73.013260	-12.181940	-143.644608	1378.813721	-11.172405	-171.677948	1178.529419
146	1.4500	-1.157553	-238.148727	889.099060	4.035617	-216.037262	1034.736938	-154.892700	-129.043091	59.708038	190.794479	-171.635788	64.874832	-74.683937	-241.962173	892.400513	72.368820	-234.335266	885.797546	-114.104485	-283.095154	487.728638	108.670258	-299.216370	475.491913	-125.382217	-286.840363	69.851425	128.881378	-324.042664	73.016258	-12.476373	-141.012436	1378.504028	-11.270523	-170.882782	1178.439331
147	1.4600	-0.967929	-239.125244	889.375732	4.106981	-216.559189	1034.947998	-154.901840	-129.067596	59.747837	190.811920	-171.658737	64.907257	-74.500931	-242.860153	892.618896	72.565071	-235.390335	886.132568	-114.095200	-282.757080	487.693359	108.797546	-298.535828	475.444763	-125.342072	-286.858643	69.844414	128.843613	-324.044739	73.019684	-12.763501	-138.346191	1378.173828	-11.360781	-170.148499	1178.382080
148	1.4700	-0.759449	-240.316589	889.689880	4.192985	-217.255417	1035.188843	-154.896255	-129.099854	59.797623	190.825195	-171.684067	64.942772	-74.299294	-243.968018	892.872498	72.780396	-236.665161	886.507202	-114.090500	-282.466187	487.649750	108.970909	-297.794708	475.379578	-125.303848	-286.888702	69.833084	128.802094	-324.049377	73.024826	-13.042113	-135.646912	1377.814575	-11.441437	-169.476288	1178.352905
149	1.4800	-0.533545	-241.741928	890.041321	4.294845	-218.137253	1035.457153	-154.874802	-129.142929	59.859184	190.834305	-171.710083	64.979485	-74.080307	-245.305664	893.162659	73.013222	-238.178207	886.919983	-114.091354	-282.203369	487.598022	109.195740	-296.981018	475.294067	-125.265594	-286.933502	69.817032	128.757080	-324.054840	73.033485	-13.311193	-132.914810	1377.414795	-11.511163	-168.866440	1178.343750
150	1.4900	-0.291560	-243.419205	890.428162	4.413512	-219.214325	1035.749390	-154.836960	-129.200058	59.934204	190.839600	-171.734665	65.014984	-73.845222	-246.891968	893.488953	73.262108	-239.946426	887.367432	-114.099571	-281.945007	487.538147	109.477303	-296.082367	475.186646	-125.225159	-286.996185	69.796188	128.708893	-324.058746	73.047943	-13.569886	-130.149399	1376.959473	-11.568617	-168.318207	1178.343018
151	1.5000	-0.034798	-245.364883	890.846375	4.549752	-220.494400	1036.059082	-154.783112	-129.274506	60.024033	190.841629	-171.755630	65.046638	-73.595200	-248.744873	893.848572	73.525597	-241.984894	887.844116	-114.117989	-281.663849	487.469360	109.820770	-295.087158	475.056793	-125.180138	-287.079437	69.770943	128.658020	-324.058563	73.070930	-13.817474	-127.349854	1376.429688	-11.613065	-167.829666	1178.334595
152	1.5100	0.235493	-247.593323	891.289368	4.704216	-221.983444	1036.377075	-154.714462	-129.369370	60.129677	190.840897	-171.771561	65.072075	-73.331345	-250.880508	894.236511	73.802330	-244.306152	888.342285	-114.150711	-281.329620	487.390076	110.231232	-293.985992	474.904816	-125.128212	-287.185669	69.742004	128.604782	-324.052582	73.105392	-14.053344	-124.515076	1375.803345	-11.643687	-167.398468	1178.299316
153	1.5200	0.518349	-250.116287	891.747742	4.877079	-223.685440	1036.691528	-154.633194	-129.487427	60.251652	190.837738	-171.782104	65.089378	-73.054489	-253.312744	894.644226	74.091194	-246.919846	888.851196	-114.203171	-280.909973	487.297638	110.713646	-292.773193	474.731598	-125.067307	-287.316833	69.710426	128.549362	-324.040100	73.154327	-14.276966	-121.644073	1375.054199	-11.659945	-167.021713	1178.213379
154	1.5300	0.812893	-252.942688	892.208862	5.068177	-225.602463	1036.986938	-154.542206	-129.630920	60.389942	190.832001	-171.788879	65.097809	-72.765419	-256.052917	895.060059	74.391205	-249.832428	889.357666	-114.282196	-280.371643	487.188141	111.272896	-291.447998	474.538391	-124.995888	-287.474152	69.677513	128.491684	-324.022522	73.220383	-14.487875	-118.736214	1374.152100	-11.661691	-166.696121	1178.048828
155	1.5400	1.118524	-256.078003	892.656860	5.276866	-227.734558	1037.244629	-154.445099	-129.801361	60.543869	190.822952	-171.795517	65.097893	-72.464592	-259.109253	895.468689	74.701645	-253.046722	889.845032	-114.395981	-279.681488	487.056091	111.913765	-290.014923	474.325867	-124.913086	-287.658142	69.644714	128.431549	-324.003662	73.305534	-14.685662	-115.791412	1373.063721	-11.648864	-166.418640	1177.774048
156	1.5500	1.434799	-259.524261	893.072388	5.502059	-230.079727	1037.442627	-154.345657	-129.999283	60.712143	190.809204	-171.808182	65.091789	-72.152382	-262.486542	895.851257	75.021980	-256.561951	890.293579	-114.553818	-278.807770	486.894562	112.640770	-288.484222	474.093628	-124.818878	-287.868439	69.613419	128.368759	-323.990173	73.410797	-14.869975	-112.810478	1371.752197	-11.621685	-166.186768	1177.353882
157	1.5600	1.761460	-263.279572	893.432617	5.741934	-232.634308	1037.555176	-154.247681	-130.224075	60.892826	190.788696	-171.835022	65.083290	-71.828964	-266.185760	896.184753	75.351875	-260.373383	890.680481	-114.765717	-277.721252	486.695007	113.458267	-286.870422	473.838928	-124.714264	-288.103638	69.584938	128.303391	-323.991241	73.535858	-15.040517	-109.795219	1370.178101	-11.580348	-165.998047	1176.750000
158	1.5700	2.098501	-267.338226	893.711182	5.994177	-235.392990	1037.553467	-154.154587	-130.473999	61.083447	190.759048	-171.885803	65.077530	-71.494278	-270.203888	896.442627	75.691284	-264.472534	890.979736	-115.041878	-276.396515	486.447632	114.370392	-285.191467	473.556244	-124.601112	-288.361511	69.560204	128.236069	-324.018188	73.679031	-15.197063	-106.748680	1368.299561	-11.525553	-165.851074	1175.921631
159	1.5800	2.445918	-271.690582	893.878723	6.255848	-238.348480	1037.406006	-154.069016	-130.746109	61.281185	190.717697	-171.970795	65.080498	-71.148293	-274.533875	896.594971	76.040131	-268.847290	891.162537	-115.391914	-274.812683	486.141632	115.381134	-283.465881	473.236328	-124.482254	-288.638947	69.539673	128.168381	-324.083496	73.837105	-15.339473	-103.675232	1366.073486	-11.458066	-165.745300	1174.826172
160	1.5900	2.803840	-276.323334	893.902954	6.523556	-241.492142	1037.078491	-153.992752	-131.036301	61.482986	190.662552	-172.099487	65.098351	-70.790840	-279.164551	896.608521	76.398521	-273.482117	891.197388	-115.824097	-272.954712	485.765442	116.494400	-281.709778	472.865875	-124.361160	-288.932037	69.523178	128.103165	-324.199310	74.005516	-15.467698	-100.580650	1363.455811	-11.378878	-165.681061	1173.420166
161	1.6000	3.172389	-281.219604	893.749268	6.793402	-244.813873	1036.535156	-153.926498	-131.339905	61.685825	190.592514	-172.278976	65.136436	-70.421776	-284.080811	896.447754	76.766556	-278.358398	891.050781	-116.344414	-270.814148	485.307831	117.713974	-279.933746	472.427887	-124.241623	-289.236450	69.509834	128.044846	-324.375671	74.178558	-15.581807	-97.472092	1360.403198	-11.289022	-165.659729	1171.660156
162	1.6100	3.551555	-286.359344	893.381409	7.061325	-248.302322	1035.738770	-153.869766	-131.651718	61.886967	190.507935	-172.512527	65.198463	-70.041100	-289.263733	896.075256	77.144203	-283.455017	890.687622	-116.955696	-268.389648	484.757843	119.043221	-278.139832	471.902130	-124.127480	-289.547882	69.498001	127.999260	-324.618713	74.349770	-15.681988	-94.358101	1356.873169	-11.189520	-165.684204	1169.503662
163	1.6200	3.941110	-291.719971	892.762268	7.323092	-251.944595	1034.652222	-153.821243	-131.966858	62.084209	190.411102	-172.798782	65.285942	-69.649002	-294.691162	895.452515	77.531227	-288.748779	890.071960	-117.656868	-265.687531	484.106018	120.484489	-276.319458	471.266602	-124.022064	-289.862274	69.485405	127.973351	-324.929565	74.512321	-15.768552	-91.248444	1352.825317	-11.082088	-165.756989	1166.909546
164	1.6300	4.340579	-297.276489	891.854736	7.574619	-255.727036	1033.238770	-153.778793	-132.280899	62.275982	190.306625	-173.130630	65.397560	-69.245964	-300.338043	894.541382	77.927116	-294.214935	889.168091	-118.442535	-262.721832	483.344482	122.037994	-274.452209	470.499146	-123.927925	-290.176147	69.469254	127.974434	-325.302521	74.659508	-15.841944	-88.153999	1348.223022	-10.967789	-165.882477	1163.840454
165	1.6400	4.749116	-303.002258	890.622498	7.812276	-259.634888	1031.463501	-153.739975	-132.590515	62.461586	190.201263	-173.495911	65.529594	-68.832817	-306.176727	893.304382	78.331047	-299.827789	887.940613	-119.302689	-259.513580	482.467804	123.700508	-272.506836	469.579346	-123.846428	-290.487061	69.446518	128.009094	-325.725494	74.785164	-15.902722	-85.086525	1343.033203	-10.848065	-166.065094	1160.262085
166	1.6500	5.165435	-308.869690	889.031311	8.032969	-263.652313	1029.293335	-153.702286	-132.893707	62.641212	190.103470	-173.878189	65.676239	-68.410835	-312.178040	891.706604	78.741707	-305.561340	886.356079	-120.222984	-256.090271	481.472870	125.463951	-270.444214	468.490509	-123.777573	-290.793579	69.414246	128.081879	-326.180206	74.884216	-15.951546	-82.058456	1337.228027	-10.724190	-166.309952	1156.144653
167	1.6600	5.587821	-314.850616	887.049927	8.234344	-267.762970	1026.699585	-153.663834	-133.189804	62.815807	190.022675	-174.258514	65.830673	-67.981766	-318.311523	889.716064	79.157402	-311.389709	884.383728	-121.185326	-252.484207	480.359314	127.314163	-268.221039	467.221436	-123.719902	-291.095245	69.369911	128.194077	-326.644165	74.952873	-15.989164	-79.082672	1330.785889	-10.597162	-166.621933	1151.464233
168	1.6700	6.014043	-320.916931	884.650696	8.415349	-271.950073	1023.657043	-153.623627	-133.479248	62.987053	189.968140	-174.617752	65.986038	-67.547844	-324.546204	887.305359	79.575935	-317.287659	881.995972	-122.168877	-248.730743	479.129425	129.230392	-265.795746	465.767334	-123.670677	-291.392365	69.311707	128.342911	-327.092834	74.989075	-16.016384	-76.172195	1323.690918	-10.468010	-167.005951	1146.202271
169	1.6800	6.441465	-327.041290	881.810730	8.575808	-276.196289	1020.145447	-153.582031	-133.763351	63.157036	189.947876	-174.938599	66.136452	-67.111763	-330.851410	884.451965	79.994690	-323.231201	879.169495	-123.151337	-244.866241	477.787903	131.185608	-263.132965	464.130341	-123.626106	-291.685425	69.238792	128.521240	-327.502380	74.992485	-16.034039	-73.339973	1315.934814	-10.337355	-167.466949	1140.346924
170	1.6900	6.867074	-333.197296	878.512573	8.717009	-280.484436	1016.150513	-153.540741	-134.043457	63.328079	189.967606	-175.207764	66.277710	-66.676605	-337.197083	881.139343	80.410751	-329.197510	875.885742	-124.110428	-240.926025	476.341766	133.147705	-260.208435	462.319244	-123.581841	-291.974731	69.151382	128.717804	-327.852356	74.964592	-16.042971	-70.598633	1307.515869	-10.205555	-168.008972	1133.892578
171	1.7000	7.287550	-339.360199	874.744385	8.841205	-284.797516	1011.663269	-153.503143	-134.320663	63.502399	190.030136	-175.417267	66.407562	-66.245766	-343.554688	877.357361	80.820869	-335.165710	872.131409	-125.025436	-236.942474	474.799744	135.081619	-257.011963	460.348541	-123.533356	-292.259766	69.050751	128.918457	-328.127686	74.908524	-16.043993	-67.960236	1298.440186	-10.072481	-168.635437	1126.840820
172	1.7100	7.699345	-345.506989	870.500610	8.952154	-289.118927	1006.681030	-153.473938	-134.595032	63.681885	190.135239	-175.564835	66.525574	-65.822937	-349.897308	873.102539	81.221626	-341.116669	867.898743	-125.878540	-232.943649	473.172394	136.951859	-253.547760	458.236816	-123.476501	-292.538849	68.939049	129.107269	-328.319611	74.828819	-16.037861	-65.436119	1288.720581	-9.937989	-169.349106	1119.200195
173	1.7200	8.098998	-351.616852	865.781921	9.054134	-293.433014	1001.207214	-153.458832	-134.865280	63.867805	190.279831	-175.653366	66.632507	-65.411697	-356.200439	868.377930	81.609688	-347.033234	863.185913	-126.655952	-228.952377	471.471344	138.725266	-249.833786	456.005157	-123.408005	-292.808838	68.819054	129.268478	-328.425751	74.730980	-16.025253	-63.036701	1278.377197	-9.801410	-170.151459	1110.985840
174	1.7300	8.482865	-357.671051	860.594971	9.152642	-297.725281	995.251343	-153.463867	-135.128708	64.060654	190.458603	-175.689804	66.729713	-65.015823	-362.441956	863.193359	81.981552	-352.900146	857.996643	-127.348694	-224.986038	469.709106	140.373520	-245.899063	453.675140	-123.325691	-293.065247	68.693863	129.387817	-328.449280	74.621056	-16.006748	-60.771431	1267.436035	-9.661667	-171.042969	1102.219116
175	1.7400	8.847759	-363.653229	854.952332	9.253386	-301.982727	988.828674	-153.494858	-135.381378	64.260124	190.664597	-175.683319	66.818367	-64.638649	-368.602417	857.564331	82.334175	-358.704010	852.340332	-127.952713	-221.057037	467.898682	141.875153	-241.780060	451.267639	-123.228668	-293.302673	68.566559	129.453964	-328.397247	74.505081	-15.982800	-58.648613	1255.929443	-9.517687	-172.022827	1092.927856
176	1.7500	9.190595	-369.549286	848.871887	9.362360	-306.194031	981.959717	-153.556656	-135.618484	64.464973	190.890045	-175.643372	66.898865	-64.283379	-374.665344	851.512329	82.664566	-364.433228	846.231506	-128.468842	-217.173843	466.053345	143.216690	-237.517014	448.801361	-123.117378	-293.515228	68.439972	129.459488	-328.278748	74.388512	-15.953729	-56.675446	1243.893921	-9.367895	-173.088699	1083.144531
177	1.7600	9.508778	-375.347107	842.376404	9.485285	-310.350006	974.670227	-153.652466	-135.834808	64.673111	191.126999	-175.578079	66.970657	-63.952663	-380.616699	845.063171	82.970215	-370.077515	839.689697	-128.902069	-213.342148	464.186218	144.392990	-233.150589	446.292511	-122.993347	-293.696991	68.316452	129.401367	-328.103333	74.275742	-15.919717	-54.857948	1231.370850	-9.210969	-174.237457	1072.907104
178	1.7700	9.800155	-381.036652	835.492676	9.627462	-314.443817	966.990356	-153.783401	-136.025665	64.881729	191.367645	-175.493317	67.032310	-63.648693	-386.445190	838.246704	83.249001	-375.628113	832.738708	-129.260574	-209.566467	462.310242	145.406403	-228.719650	443.754456	-122.858910	-293.843292	68.197845	129.280945	-327.879913	74.169800	-15.880786	-53.200970	1218.404297	-9.045338	-175.464157	1062.256592
179	1.7800	10.063197	-386.609558	828.250916	9.793461	-318.470856	958.954102	-153.948196	-136.187302	65.087494	191.604584	-175.392181	67.081795	-63.372963	-392.142029	831.095764	83.499352	-381.077087	825.406128	-129.554642	-205.851654	460.437592	146.265228	-224.259811	441.198090	-122.716850	-293.950897	68.085419	129.103363	-327.616028	74.072090	-15.836800	-51.708244	1205.040527	-8.869587	-176.763260	1051.237061
180	1.7900	10.296906	-392.058838	820.684143	9.986559	-322.429016	950.598999	-154.143082	-136.317505	65.286720	191.831192	-175.275238	67.116974	-63.126347	-397.700470	823.645264	83.720154	-386.417236	817.723022	-129.795425	-202.203857	458.579865	146.981369	-219.803116	438.632263	-122.569946	-294.018524	67.980019	128.876862	-327.317963	73.982430	-15.787449	-50.382370	1191.327271	-8.682487	-178.127808	1039.894653
181	1.8000	10.501075	-397.378723	812.827148	10.208737	-326.318665	941.965332	-154.362244	-136.415970	65.475700	192.041412	-175.141541	67.136208	-62.908890	-403.115631	815.931335	83.911034	-391.641785	809.723022	-129.993866	-198.631500	456.747559	147.567993	-215.378372	436.064728	-122.420670	-294.047424	67.882103	128.611526	-326.991089	73.899277	-15.732268	-49.224876	1177.312378	-8.483044	-179.550323	1028.275635
182	1.8100	10.676216	-402.564178	804.716003	10.460507	-330.142426	933.095581	-154.598053	-136.484283	65.650871	192.229904	-174.989273	67.138649	-62.719814	-408.384247	807.990112	84.072250	-396.744110	801.441895	-130.159729	-195.145493	454.950287	148.037018	-211.011887	433.502411	-122.270866	-294.040955	67.791946	128.318222	-326.640289	73.819954	-15.670614	-48.236202	1163.043457	-8.270617	-181.022873	1016.426758
183	1.8200	10.823647	-407.610931	796.387268	10.740563	-333.905060	924.034119	-154.841965	-136.526062	65.809113	192.391876	-174.816818	67.124573	-62.557533	-413.504272	799.857300	84.204826	-401.717560	792.917236	-130.301132	-191.759125	453.196320	148.397339	-206.727768	430.952148	-122.121635	-294.004608	67.709709	128.007568	-326.270599	73.741188	-15.601686	-47.415722	1148.566162	-8.044973	-182.536957	1004.393188
184	1.8300	10.945663	-412.514771	787.877380	11.046040	-337.612854	914.826050	-155.085022	-136.546448	65.947891	192.523224	-174.623581	67.095467	-62.419434	-418.474487	791.567200	84.310753	-406.555054	784.187561	-130.424149	-188.487488	451.492798	148.653778	-202.548096	428.421356	-121.973328	-293.945618	67.635551	127.688957	-325.887634	73.659462	-15.524508	-46.761726	1133.925049	-7.806447	-184.084015	992.218262
185	1.8400	11.045536	-417.271698	779.221863	11.372260	-341.273590	905.517029	-155.318802	-136.551712	66.065437	192.620560	-174.409927	67.053787	-62.301960	-423.294250	783.151733	84.393028	-411.249146	775.291992	-130.532898	-185.346359	449.845398	148.806931	-198.492569	425.918030	-121.825699	-293.872040	67.569626	127.370300	-325.496979	73.571388	-15.437956	-46.271378	1119.161987	-7.555500	-185.656128	979.942932
186	1.8500	11.127608	-421.877594	770.454895	11.713219	-344.895599	896.151794	-155.535965	-136.548843	66.160774	192.681183	-174.177643	67.002899	-62.200542	-427.963226	774.640198	84.455757	-415.791931	766.269531	-130.629822	-182.351349	448.258423	148.853958	-194.577545	423.451263	-121.678162	-293.792450	67.512161	127.057579	-325.104919	73.474068	-15.340753	-45.940647	1104.315552	-7.293577	-187.244812	967.603882
187	1.8600	11.197346	-426.327972	761.608643	12.061636	-348.487274	886.773987	-155.731018	-136.544586	66.233711	192.703339	-173.929459	66.946564	-62.109615	-432.480896	766.058472	84.504303	-420.175079	757.158752	-130.716217	-179.516098	446.734833	148.790283	-190.815750	421.031189	-121.529984	-293.714905	67.463341	126.755180	-324.717438	73.365372	-15.231482	-45.764263	1089.422119	-7.022093	-188.843140	955.234985
188	1.8700	11.261287	-430.618073	752.712463	12.409652	-352.056641	877.424377	-155.900513	-136.545242	66.284836	192.686279	-173.668594	66.888588	-62.022686	-436.846313	757.428284	84.545258	-424.389801	747.996704	-130.792648	-176.851563	445.276031	148.611404	-187.215363	418.668976	-121.380699	-293.646545	67.423279	126.466064	-324.339996	73.244118	-15.108601	-45.735626	1074.514282	-6.743067	-190.443604	942.865479
189	1.8800	11.327041	-434.742554	743.792542	12.748933	-355.610046	868.140076	-156.043350	-136.555893	66.315369	192.630508	-173.398712	66.832466	-61.932381	-441.057739	748.767029	84.586464	-428.427368	738.818054	-130.859528	-174.364578	443.882019	148.315063	-183.780029	416.376923	-121.230309	-293.592896	67.391968	126.192314	-323.977356	73.110207	-14.970458	-45.846703	1059.621460	-6.458797	-192.040253	930.520264
190	1.8900	11.403170	-438.695740	734.871033	13.071543	-359.152191	858.952942	-156.160599	-136.580200	66.327034	192.537766	-173.123352	66.781052	-61.830616	-445.112366	740.087280	84.636955	-432.279114	729.654785	-130.917435	-172.057312	442.551239	147.902985	-180.509247	414.167542	-121.079399	-293.557770	67.369255	125.935402	-323.633362	72.964706	-14.815304	-46.088009	1044.770142	-6.171698	-193.626999	918.220520
191	1.9000	11.498706	-442.471497	725.965759	13.370493	-362.684601	849.888428	-156.255325	-136.619919	66.321884	192.411163	-172.845932	66.736305	-61.709030	-449.005920	731.396973	84.706444	-435.937012	720.534485	-130.967239	-169.926575	441.280823	147.382172	-177.399002	412.053680	-120.929108	-293.542603	67.354706	125.696655	-323.310760	72.809891	-14.641309	-46.448540	1029.983765	-5.884130	-195.198547	905.982849
192	1.9100	11.622950	-446.063660	717.089478	13.640348	-366.205750	840.964050	-156.331909	-136.674942	66.302086	192.255157	-172.569580	66.699173	-61.559189	-452.732819	722.699097	84.805084	-439.394501	711.479919	-131.010086	-167.963791	440.066254	146.765549	-174.443008	410.047424	-120.781059	-293.546753	67.347717	125.477165	-323.011169	72.649094	-14.446582	-46.915760	1015.282654	-5.598467	-196.749527	893.820374
193	1.9200	11.784816	-449.466278	708.250244	13.877631	-369.709808	832.188904	-156.395493	-136.743118	66.269707	192.075500	-172.296936	66.669563	-61.373165	-456.285919	713.992371	84.942795	-442.646667	702.508118	-131.047043	-166.155350	438.901886	146.071686	-171.633438	408.159363	-120.637100	-293.567566	67.347435	125.278008	-322.735077	72.486549	-14.229185	-47.475685	1000.684631	-5.316742	-198.274994	881.742493
194	1.9300	11.991890	-452.674194	699.450745	14.081117	-373.187256	823.562500	-156.451218	-136.820801	66.226570	191.878983	-172.030167	66.646454	-61.144428	-459.657074	705.272156	85.128204	-445.691345	693.629333	-131.078751	-164.483261	437.780609	145.324112	-168.962158	406.397797	-120.498940	-293.600586	67.352882	125.099976	-322.481720	72.327080	-13.987147	-48.112930	986.205322	-5.040614	-199.769653	869.756226
