Field	Time	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	LTOO_X	LTOO_Y	LTOO_Z	RTOO_X	RTOO_Y	RTOO_Z	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
66	0.6500	-2.612233	-248.335876	891.355713	2.918722	-232.842178	1037.833130	-153.348297	-129.605759	59.597702	190.890381	-170.065491	64.459167	-76.180229	-251.352371	894.552795	70.955757	-245.319382	888.158691	-116.072128	-288.536041	487.985565	108.912529	-293.343048	475.808472	-125.144958	-287.620087	70.074791	129.354858	-322.617615	72.741653	-10.207738	-159.875671	1369.822754	-10.548717	-196.151245	1174.506348
67	0.6600	-2.577941	-247.322281	891.220764	2.922203	-231.834412	1037.699951	-153.405365	-129.588867	59.564854	190.956757	-170.066071	64.418396	-76.147987	-250.308365	894.399048	70.992104	-244.336182	888.042480	-116.028954	-288.999817	488.000366	108.765343	-293.741272	475.879028	-125.191078	-287.597870	70.093262	129.363434	-322.591919	72.754967	-10.154337	-160.376343	1370.215332	-10.588869	-195.655823	1174.741455
68	0.6700	-2.542591	-246.357178	891.080444	2.923579	-230.858856	1037.559814	-153.462646	-129.571411	59.529449	191.020981	-170.077103	64.378654	-76.114769	-249.311966	894.238647	71.029587	-243.402374	887.922302	-115.989380	-289.520294	488.008545	108.620285	-294.235870	475.956421	-125.241829	-287.575470	70.114075	129.373367	-322.578003	72.770409	-10.097890	-160.913528	1370.604004	-10.629179	-195.183365	1174.976318
69	0.6800	-2.506812	-245.443314	890.935059	2.922357	-229.915359	1037.412598	-153.519653	-129.551910	59.490894	191.081650	-170.097244	64.340523	-76.081169	-248.366196	894.072021	71.067551	-242.520447	887.798157	-115.955688	-290.090698	488.008545	108.481590	-294.817566	476.038055	-125.298019	-287.551666	70.137184	129.384979	-322.575256	72.787773	-10.039742	-161.486969	1370.986938	-10.670790	-194.734818	1175.209229
70	0.6900	-2.471119	-244.583069	890.784851	2.918086	-229.004074	1037.258545	-153.576096	-129.529266	59.448723	191.138031	-170.124146	64.304039	-76.047707	-247.473724	893.899475	71.105469	-241.692429	887.670227	-115.930016	-290.704376	487.999115	108.353256	-295.473999	476.121094	-125.360222	-287.525513	70.162483	129.398911	-322.581879	72.806816	-9.981321	-162.096207	1371.362427	-10.715044	-194.311340	1175.438354
71	0.7000	-2.435964	-243.778442	890.630066	2.910501	-228.124603	1037.097290	-153.631668	-129.502747	59.402569	191.189743	-170.155472	64.269180	-76.014786	-246.636902	893.721497	71.142853	-240.919998	887.538696	-115.914124	-291.355347	487.979553	108.238625	-296.191559	476.202576	-125.428703	-287.496277	70.189964	129.415771	-322.595978	72.827240	-9.924110	-162.740570	1371.729004	-10.763414	-193.913971	1175.662231
72	0.7100	-2.401768	-243.030914	890.471191	2.899408	-227.276566	1036.929321	-153.686356	-129.472244	59.352226	191.236908	-170.188553	64.235558	-75.982819	-245.857605	893.538635	71.179276	-240.204208	887.403687	-115.909317	-292.038605	487.949677	108.140152	-296.956116	476.279755	-125.503334	-287.463837	70.219673	129.436218	-322.615112	72.848793	-9.869577	-163.419220	1372.084961	-10.817034	-193.543884	1175.878906
73	0.7200	-2.368713	-242.341507	890.308472	2.884833	-226.459808	1036.754517	-153.740219	-129.438248	59.297775	191.280014	-170.221085	64.202751	-75.951958	-245.137329	893.351501	71.214531	-239.545670	887.265503	-115.916260	-292.750336	487.909821	108.059181	-297.754486	476.350525	-125.583542	-287.428589	70.251617	129.460754	-322.636993	72.871231	-9.819121	-164.131042	1372.428467	-10.877714	-193.201782	1176.086304
74	0.7300	-2.336953	-241.710632	890.142517	2.867004	-225.673859	1036.573486	-153.793518	-129.401901	59.239517	191.319687	-170.251190	64.170265	-75.922333	-244.476959	893.160706	71.248428	-238.944290	887.124329	-115.934891	-293.487305	487.860992	107.995972	-298.575287	476.413116	-125.668259	-287.391388	70.285851	129.489639	-322.659546	72.894402	-9.774021	-164.874634	1372.758057	-10.946424	-192.888840	1176.282715
75	0.7400	-2.306336	-241.138077	889.973694	2.846270	-224.918945	1036.386353	-153.846619	-129.364578	59.177948	191.356827	-170.277649	64.137718	-75.893768	-243.876846	892.966919	71.281097	-238.399323	886.980469	-115.964447	-294.247131	487.804413	107.949837	-299.409302	476.466705	-125.756172	-287.353363	70.322327	129.522903	-322.681213	72.918121	-9.735379	-165.648285	1373.072266	-11.024052	-192.606125	1176.466797
76	0.7500	-2.276700	-240.623184	889.802612	2.823220	-224.195099	1036.193848	-153.900085	-129.328094	59.113838	191.392242	-170.299957	64.104759	-75.866066	-243.336884	892.770996	71.312668	-237.909485	886.834290	-116.003433	-295.027313	487.741669	107.919449	-300.250458	476.511047	-125.845596	-287.316010	70.360916	129.560333	-322.701050	72.942291	-9.704080	-166.449905	1373.370117	-11.111536	-192.354355	1176.637573
77	0.7600	-2.247536	-240.164612	889.630005	2.798669	-223.502838	1035.996704	-153.954376	-129.293930	59.047939	191.426804	-170.318436	64.071259	-75.838692	-242.856430	892.573730	71.343620	-237.472794	886.686279	-116.049812	-295.825043	487.674347	107.903046	-301.095551	476.546570	-125.934898	-287.280426	70.401344	129.601456	-322.718811	72.966820	-9.680747	-167.276962	1373.650635	-11.209147	-192.134277	1176.793823
78	0.7700	-2.218265	-239.760513	889.456482	2.773542	-222.843124	1035.795654	-154.009903	-129.263367	58.981136	191.461273	-170.334091	64.037262	-75.811043	-242.434296	892.376099	71.374512	-237.086731	886.536926	-116.101059	-296.636597	487.604004	107.898911	-301.943787	476.574158	-126.022446	-287.247711	70.443161	129.645508	-322.734894	72.991631	-9.665713	-168.126450	1373.913452	-11.317003	-191.946350	1176.935547
79	0.7800	-2.188190	-239.408691	889.282898	2.748920	-222.217026	1035.592041	-154.067001	-129.237045	58.914219	191.496246	-170.348373	64.002899	-75.782379	-242.068985	892.179077	71.405998	-236.748383	886.386780	-116.154465	-297.456757	487.531860	107.905434	-302.796661	476.595093	-126.106903	-287.218231	70.485771	129.691772	-322.750244	73.016678	-9.659006	-168.994934	1374.158691	-11.434603	-191.791046	1177.062988
80	0.7900	-2.156424	-239.106537	889.110168	2.725972	-221.626190	1035.386963	-154.125702	-129.215134	58.847916	191.532166	-170.363327	63.968548	-75.751793	-241.758621	891.983826	71.438950	-236.454453	886.236633	-116.207283	-298.279022	487.459045	107.921394	-303.656891	476.610992	-126.187248	-287.192169	70.528435	129.739319	-322.766388	73.041908	-9.660333	-169.878448	1374.386475	-11.561229	-191.668304	1177.176636
81	0.8000	-2.122082	-238.851151	888.939331	2.705918	-221.072327	1035.181885	-154.185852	-129.196869	58.782703	191.569305	-170.380981	63.934624	-75.718384	-241.500946	891.791321	71.474213	-236.201355	886.087219	-116.256950	-299.095093	487.386169	107.945923	-304.527557	476.623322	-126.262993	-287.168671	70.570282	129.787262	-322.784882	73.067238	-9.669090	-170.772537	1374.598389	-11.695629	-191.577988	1177.278564
82	0.8100	-2.084255	-238.639496	888.771362	2.689976	-220.557556	1034.978516	-154.246918	-129.181107	58.718960	191.607727	-170.403152	63.901627	-75.681183	-241.293518	891.603088	71.512672	-235.985458	885.939575	-116.301292	-299.895660	487.313660	107.978508	-305.410767	476.633606	-126.333939	-287.146881	70.610451	129.834885	-322.807281	73.092598	-9.684376	-171.672363	1374.795532	-11.836355	-191.519287	1177.370361
83	0.8200	-2.041996	-238.468399	888.607544	2.679250	-220.084045	1034.778687	-154.308273	-129.166199	58.656849	191.647186	-170.431381	63.870079	-75.639252	-241.133713	891.420166	71.555260	-235.803070	885.794800	-116.338631	-300.670441	487.241638	108.018745	-306.307098	476.643005	-126.400352	-287.125305	70.648079	129.881577	-322.834991	73.117798	-9.705020	-172.572708	1374.980103	-11.981445	-191.491058	1177.454590
84	0.8300	-1.994509	-238.334717	888.449036	2.674782	-219.653946	1034.584229	-154.368988	-129.150375	58.596470	191.687332	-170.466522	63.840469	-75.591751	-241.018738	891.244019	71.602730	-235.650696	885.654053	-116.367889	-301.409027	487.170166	108.066193	-307.214600	476.652466	-126.462784	-287.102600	70.682426	129.926941	-322.868958	73.142647	-9.729624	-173.468033	1375.154663	-12.128859	-191.492157	1177.534424
85	0.8400	-1.941173	-238.235397	888.297180	2.677423	-219.269379	1034.397217	-154.428146	-129.131927	58.537807	191.727554	-170.508743	63.813271	-75.538071	-240.945740	891.075989	71.655724	-235.525070	885.518433	-116.388504	-302.101471	487.099335	108.120155	-308.128113	476.662445	-126.521843	-287.077271	70.712906	129.970749	-322.909485	73.166885	-9.756606	-174.352722	1375.322144	-12.276137	-191.520798	1177.613281
86	0.8500	-1.881457	-238.167542	888.153320	2.687750	-218.932129	1034.219727	-154.484665	-129.109451	58.480965	191.767044	-170.557373	63.788822	-75.477654	-240.911758	890.917236	71.714737	-235.423309	885.389343	-116.400505	-302.738831	487.029327	108.179626	-309.039429	476.673126	-126.578178	-287.048340	70.739143	130.013031	-322.956299	73.190170	-9.784266	-175.221054	1375.485840	-12.421089	-191.574387	1177.694702
87	0.8600	-1.815052	-238.128311	888.018616	2.706174	-218.643921	1034.053589	-154.537689	-129.082092	58.426140	191.805008	-170.611008	63.767357	-75.410202	-240.913773	890.769165	71.780098	-235.342850	885.268066	-116.404289	-303.314087	486.960358	108.243149	-309.937103	476.684235	-126.632286	-287.015228	70.760986	130.053909	-323.008423	73.212120	-9.810838	-176.067459	1375.649048	-12.561288	-191.650864	1177.782593
88	0.8700	-1.741945	-238.115173	887.894409	2.732959	-218.405792	1033.900513	-154.586319	-129.049530	58.373741	191.840546	-170.667480	63.748962	-75.335709	-240.948730	890.632874	71.851822	-235.281616	885.156006	-116.400558	-303.822083	486.893036	108.308945	-310.807007	476.695221	-126.684502	-286.977814	70.778519	130.093628	-323.064209	73.232330	-9.834570	-176.886597	1375.815186	-12.694346	-191.747147	1177.880371
89	0.8800	-1.662337	-238.125793	887.781860	2.767866	-218.218201	1033.762451	-154.629883	-129.012207	58.324520	191.872772	-170.724182	63.733631	-75.254395	-241.013580	890.509399	71.929726	-235.237991	885.054260	-116.390121	-304.260162	486.828186	108.374939	-311.633179	476.705322	-126.734688	-286.936707	70.792030	130.132462	-323.121490	73.250389	-9.853783	-177.673553	1375.987671	-12.818207	-191.860580	1177.991699
90	0.8900	-1.576642	-238.157974	887.681885	2.810619	-218.081314	1033.640625	-154.667862	-128.971039	58.279449	191.900909	-170.778168	63.721233	-75.166710	-241.105194	890.399719	72.013420	-235.210739	884.964050	-116.373848	-304.627960	486.766693	108.439056	-312.398651	476.713654	-126.782539	-286.892944	70.801971	130.170593	-323.177795	73.265915	-9.866940	-178.423904	1376.169434	-12.931134	-191.987747	1178.119629
91	0.9000	-1.485494	-238.209671	887.595276	2.860638	-217.994446	1033.536133	-154.699829	-128.927444	58.239803	191.924316	-170.826416	63.711548	-75.073318	-241.220367	890.304199	72.102333	-235.198975	884.886414	-116.352486	-304.927246	486.709656	108.499405	-313.086517	476.719360	-126.827400	-286.847931	70.808937	130.208191	-323.230347	73.278534	-9.872709	-179.133911	1376.363037	-13.031472	-192.125824	1178.266235
92	0.9100	-1.389754	-238.279099	887.522705	2.917082	-217.956161	1033.449829	-154.725479	-128.883057	58.207020	191.942474	-170.866028	63.704296	-74.975143	-241.356033	890.223450	72.195625	-235.202148	884.821960	-116.326683	-305.161713	486.658051	108.554497	-313.681274	476.721558	-126.868500	-286.803284	70.813568	130.245300	-323.276611	73.287926	-9.870004	-179.800507	1376.570313	-13.118286	-192.271408	1178.433472
93	0.9200	-1.290442	-238.364365	887.464478	2.979077	-217.964493	1033.381958	-154.744598	-128.839615	58.182644	191.954987	-170.894684	63.699276	-74.873245	-241.508926	890.157593	72.292366	-235.219803	884.771362	-116.296867	-305.336182	486.612793	108.603485	-314.169983	476.719543	-126.904877	-286.760681	70.816467	130.281738	-323.314240	73.293877	-9.858034	-180.421509	1376.792603	-13.190675	-192.421921	1178.622314
94	0.9300	-1.188611	-238.463806	887.420532	3.045522	-218.016830	1033.332397	-154.757065	-128.798782	58.168148	191.961716	-170.910797	63.696304	-74.768768	-241.675964	890.106323	72.391541	-235.251648	884.734741	-116.263374	-305.456665	486.574554	108.646278	-314.543182	476.712769	-126.935692	-286.721802	70.818192	130.317108	-323.341614	73.296272	-9.836328	-180.995529	1377.030273	-13.248286	-192.574600	1178.832520
95	0.9400	-1.085449	-238.575623	887.390625	3.115237	-218.109802	1033.300781	-154.762711	-128.761932	58.164783	191.962662	-170.913452	63.695190	-74.662949	-241.853973	890.069214	72.492050	-235.297272	884.712036	-116.226395	-305.529602	486.543732	108.683678	-314.795837	476.700745	-126.960159	-286.687897	70.819160	130.350952	-323.357574	73.295097	-9.804741	-181.522034	1377.283081	-13.291405	-192.727036	1179.063477
96	0.9500	-0.982181	-238.697952	887.374146	3.187054	-218.239731	1033.286377	-154.761520	-128.730148	58.173397	191.957932	-170.902878	63.695953	-74.557083	-242.039795	890.045471	72.592720	-235.356094	884.702820	-116.186119	-305.561249	486.520416	108.717178	-314.927612	476.683350	-126.977814	-286.660095	70.819595	130.382553	-323.362030	73.290482	-9.763450	-182.001297	1377.549683	-13.320513	-192.877243	1179.313599
97	0.9600	-0.879941	-238.828842	887.370056	3.259745	-218.402420	1033.287598	-154.753464	-128.704117	58.194344	191.947830	-170.880234	63.698643	-74.452377	-242.230423	890.033936	72.692497	-235.427277	884.706177	-116.142700	-305.557709	486.504272	108.748962	-314.943207	476.660522	-126.988411	-286.639038	70.819557	130.411133	-323.355652	73.282684	-9.712938	-182.434402	1377.828125	-13.336240	-193.023605	1179.580078
98	0.9700	-0.779899	-238.966324	887.377136	3.332101	-218.593262	1033.302856	-154.738678	-128.684113	58.227283	191.932709	-170.847534	63.703403	-74.350044	-242.422943	890.033325	72.790253	-235.509689	884.721008	-116.096359	-305.524200	486.494751	108.781502	-314.851715	476.632294	-126.992073	-286.624939	70.818878	130.435913	-323.340027	73.272079	-9.653955	-182.823059	1378.115601	-13.339800	-193.164948	1179.859863
99	0.9800	-0.683161	-239.108139	887.393860	3.403143	-218.807510	1033.330444	-154.717422	-128.669952	58.271160	191.913086	-170.807343	63.710369	-74.251251	-242.614471	890.041992	72.884926	-235.601791	884.745728	-116.047432	-305.465515	486.491028	108.817268	-314.665985	476.598999	-126.989258	-286.617645	70.817291	130.456177	-323.317169	73.259125	-9.587470	-183.169571	1378.408936	-13.332324	-193.300552	1180.149170
100	0.9900	-0.590758	-239.251984	887.418396	3.471780	-219.040344	1033.367920	-154.690079	-128.661224	58.324234	191.889557	-170.762802	63.719719	-74.157028	-242.802322	890.058228	72.975517	-235.701630	884.778564	-115.996391	-305.385162	486.492004	108.858383	-314.401428	476.560974	-126.980675	-286.616638	70.814377	130.471329	-323.289734	73.244331	-9.514612	-183.476746	1378.704224	-13.315386	-193.429520	1180.443726
101	1.0000	-0.503576	-239.395340	887.448792	3.537250	-219.286926	1033.413208	-154.657288	-128.657135	58.384144	191.862671	-170.717056	63.731560	-74.068298	-242.983902	890.080139	73.061150	-235.806763	884.817444	-115.943832	-305.286041	486.496552	108.906227	-314.075104	476.518768	-126.967278	-286.621063	70.809700	130.481003	-323.260437	73.228241	-9.436616	-183.747620	1378.997437	-13.289970	-193.551941	1180.739014
102	1.0100	-0.422468	-239.535706	887.482971	3.598802	-219.542511	1033.463745	-154.619751	-128.656708	58.448036	191.833069	-170.673019	63.745914	-73.985893	-243.156906	890.105774	73.140961	-235.914505	884.860168	-115.890503	-305.170074	486.503357	108.961281	-313.704132	476.473145	-126.950188	-286.629761	70.802849	130.485123	-323.231873	73.211311	-9.354746	-183.985474	1379.284424	-13.257845	-193.667480	1181.030640
103	1.0200	-0.348203	-239.670410	887.518921	3.655879	-219.802460	1033.517212	-154.578293	-128.658783	58.512852	191.801331	-170.633301	63.762775	-73.910568	-243.319122	890.133301	73.214165	-236.021698	884.904480	-115.837311	-305.038513	486.511322	109.022934	-313.304932	476.424866	-126.930611	-286.641449	70.793510	130.483826	-323.206512	73.193970	-9.270238	-184.193604	1379.561279	-13.219922	-193.776138	1181.314209
104	1.0300	-0.281486	-239.796936	887.554504	3.708147	-220.062683	1033.571411	-154.533813	-128.662109	58.575527	191.767838	-170.600021	63.782089	-73.842987	-243.468674	890.161011	73.280014	-236.125183	884.947876	-115.785271	-304.892029	486.519318	109.089561	-312.892517	476.375031	-126.909721	-286.654694	70.781509	130.477463	-323.186401	73.176506	-9.184241	-184.375153	1379.824219	-13.177162	-193.877914	1181.585693
105	1.0400	-0.222853	-239.912689	887.587891	3.755432	-220.319168	1033.624023	-154.487183	-128.665359	58.633217	191.732956	-170.574844	63.803837	-73.783630	-243.603851	890.187439	73.337921	-236.221512	884.988281	-115.735497	-304.730804	486.526337	109.158783	-312.480011	476.324768	-126.888695	-286.667969	70.766838	130.466431	-323.173218	73.159119	-9.097772	-184.533020	1380.070068	-13.130304	-193.972641	1181.841309
106	1.0500	-0.172845	-240.015274	887.617310	3.797621	-220.568497	1033.673218	-154.439255	-128.667191	58.683563	191.696869	-170.558792	63.827930	-73.732979	-243.723251	890.211060	73.387291	-236.307297	885.023560	-115.689140	-304.554993	486.531647	109.227798	-312.078644	476.275238	-126.868561	-286.679840	70.749710	130.451248	-323.168060	73.141968	-9.011670	-184.669724	1380.296143	-13.079753	-194.059937	1182.078003
107	1.0600	-0.131880	-240.102509	887.641357	3.834845	-220.807480	1033.717529	-154.390778	-128.666519	58.724865	191.659607	-170.552780	63.854420	-73.691391	-243.825745	890.231018	73.427635	-236.379272	885.051758	-115.647331	-304.364532	486.534607	109.293793	-311.698090	476.227600	-126.850143	-286.689026	70.730476	130.432175	-323.171997	73.125130	-8.926590	-184.787247	1380.500488	-13.025587	-194.139008	1182.293213
108	1.0700	-0.100247	-240.172409	887.658936	3.867279	-221.033417	1033.755615	-154.342361	-128.662292	58.756130	191.621033	-170.557251	63.883350	-73.659081	-243.910446	890.246582	73.458580	-236.434387	885.071289	-115.611107	-304.159393	486.534912	109.354294	-311.345886	476.182922	-126.834167	-286.694366	70.709633	130.409409	-323.185608	73.108658	-8.842986	-184.886932	1380.682129	-12.967585	-194.208832	1182.485352
